Season,Week,Name,Judge_Raw_Score,Mode,Est_Fan_Percent_Mean,Est_Fan_Percent_Std,Acceptance_Rate,Actual_Result,Judge_Rank_Points,Judge_Percent
6,4,Cristian de la Fuente,26.0,percentage,11.61,4.32,27.01,Safe,,11.56
6,4,Priscilla Presley,22.0,percentage,11.86,4.08,27.01,Safe,,9.78
6,4,Marlee Matlin,24.0,percentage,12.03,4.26,27.01,Safe,,10.67
6,4,Shannon Elizabeth,28.0,percentage,11.18,4.31,27.01,Safe,,12.44
6,4,Marissa Jaret Winokur,24.0,percentage,12.44,4.35,27.01,Safe,,10.67
6,4,Jason Taylor,29.0,percentage,11.18,4.36,27.01,Safe,,12.89
6,4,Kristi Yamaguchi,29.0,percentage,10.95,4.31,27.01,Safe,,12.89
6,4,Adam Carolla,19.0,percentage,6.81,1.81,27.01,Eliminated,,8.44
6,4,Mario,24.0,percentage,11.94,4.25,27.01,Safe,,10.67
6,5,Cristian de la Fuente,23.0,percentage,13.46,4.3,21.71,Safe,,11.73
6,5,Priscilla Presley,21.0,percentage,7.45,1.87,21.71,Eliminated,,10.71
6,5,Marlee Matlin,22.0,percentage,14.02,4.32,21.71,Safe,,11.22
6,5,Shannon Elizabeth,23.0,percentage,13.16,4.2,21.71,Safe,,11.73
6,5,Marissa Jaret Winokur,24.0,percentage,14.03,4.52,21.71,Safe,,12.24
6,5,Jason Taylor,27.0,percentage,12.48,4.38,21.71,Safe,,13.78
6,5,Kristi Yamaguchi,29.0,percentage,12.13,4.36,21.71,Safe,,14.8
6,5,Mario,27.0,percentage,13.27,4.56,21.71,Safe,,13.78
6,6,Cristian de la Fuente,27.0,percentage,15.32,4.77,25.09,Safe,,15.0
6,6,Marlee Matlin,21.0,percentage,9.66,2.19,25.09,Eliminated,,11.67
6,6,Shannon Elizabeth,24.0,percentage,15.43,4.44,25.09,Safe,,13.33
6,6,Marissa Jaret Winokur,26.0,percentage,15.96,4.8,25.09,Safe,,14.44
6,6,Jason Taylor,24.0,percentage,14.98,4.35,25.09,Safe,,13.33
6,6,Kristi Yamaguchi,30.0,percentage,13.65,4.57,25.09,Safe,,16.67
6,6,Mario,28.0,percentage,15.0,4.72,25.09,Safe,,15.56
6,7,Cristian de la Fuente,23.0,percentage,19.04,4.51,15.14,Safe,,14.89
6,7,Shannon Elizabeth,25.5,percentage,10.28,2.14,15.14,Eliminated,,16.5
6,7,Marissa Jaret Winokur,26.0,percentage,18.68,4.8,15.14,Safe,,16.83
6,7,Jason Taylor,27.5,percentage,17.49,4.75,15.14,Safe,,17.8
6,7,Kristi Yamaguchi,27.0,percentage,16.52,4.4,15.14,Safe,,17.48
6,7,Mario,25.5,percentage,17.99,4.62,15.14,Safe,,16.5
6,8,Cristian de la Fuente,28.5,percentage,22.17,5.23,19.86,Safe,,21.35
6,8,Marissa Jaret Winokur,25.0,percentage,22.71,4.82,19.86,Safe,,18.73
6,8,Jason Taylor,26.0,percentage,21.52,4.69,19.86,Safe,,19.48
6,8,Kristi Yamaguchi,27.5,percentage,20.29,4.67,19.86,Safe,,20.6
6,8,Mario,26.5,percentage,13.29,2.49,19.86,Eliminated,,19.85
6,9,Cristian de la Fuente,28.0,percentage,27.51,5.21,26.48,Safe,,25.45
6,9,Marissa Jaret Winokur,26.0,percentage,19.33,3.02,26.48,Eliminated,,23.64
6,9,Jason Taylor,27.5,percentage,27.25,5.04,26.48,Safe,,25.0
6,9,Kristi Yamaguchi,28.5,percentage,25.9,4.94,26.48,Safe,,25.91
6,10,Cristian de la Fuente,26.0,percentage,34.09,6.65,100.0,Safe,,30.77
6,10,Jason Taylor,28.5,percentage,33.78,6.64,100.0,Safe,,33.73
6,10,Kristi Yamaguchi,30.0,percentage,32.13,6.55,100.0,Safe,,35.5
7,1,Ted McGinley,18.5,percentage,0.78,0.63,7.76,Eliminated,,7.34
7,1,Cloris Leachman,16.0,percentage,9.28,6.86,7.76,Safe,,6.35
7,1,Susan Lucci,18.5,percentage,8.41,7.04,7.76,Safe,,7.34
7,1,Cody Linley,20.5,percentage,7.69,6.99,7.76,Safe,,8.13
7,1,Misty May-Treanor,21.0,percentage,7.74,7.02,7.76,Safe,,8.33
7,1,Maurice Greene,19.5,percentage,7.97,6.86,7.76,Safe,,7.74
7,1,Warren Sapp,21.5,percentage,7.55,6.93,7.76,Safe,,8.53
7,1,Jeffrey Ross,12.0,percentage,10.8,6.89,7.76,Safe,,4.76
7,1,Toni Braxton,22.5,percentage,7.63,6.96,7.76,Safe,,8.93
7,1,Lance Bass,21.5,percentage,7.67,6.8,7.76,Safe,,8.53
7,1,Kim Kardashian,18.5,percentage,8.35,6.98,7.76,Safe,,7.34
7,1,Rocco DiSpirito,17.5,percentage,8.58,6.9,7.76,Safe,,6.94
7,1,Brooke Burke,24.5,percentage,7.56,7.04,7.76,Safe,,9.72
7,2,Cloris Leachman,15.0,percentage,11.49,4.0,15.95,Safe,,6.79
7,2,Susan Lucci,21.0,percentage,9.84,4.02,15.95,Safe,,9.5
7,2,Cody Linley,21.0,percentage,9.12,3.86,15.95,Safe,,9.5
7,2,Misty May-Treanor,21.0,percentage,9.17,3.85,15.95,Safe,,9.5
7,2,Maurice Greene,19.0,percentage,9.64,3.85,15.95,Safe,,8.6
7,2,Warren Sapp,24.0,percentage,8.68,3.88,15.95,Safe,,10.86
7,2,Toni Braxton,23.0,percentage,8.92,3.88,15.95,Safe,,10.41
7,2,Lance Bass,20.0,percentage,9.22,3.78,15.95,Safe,,9.05
7,2,Kim Kardashian,17.0,percentage,4.5,1.34,15.95,Eliminated,,7.69
7,2,Rocco DiSpirito,16.0,percentage,10.73,3.91,15.95,Safe,,7.24
7,2,Brooke Burke,24.0,percentage,8.7,3.85,15.95,Safe,,10.86
7,3,Cloris Leachman,16.0,percentage,13.31,4.75,100.0,Safe,,8.04
7,3,Susan Lucci,21.0,percentage,11.38,4.43,100.0,Safe,,10.55
7,3,Cody Linley,21.0,percentage,10.58,4.32,100.0,Safe,,10.55
7,3,Maurice Greene,24.0,percentage,11.19,4.42,100.0,Safe,,12.06
7,3,Warren Sapp,25.0,percentage,10.05,4.22,100.0,Safe,,12.56
7,3,Toni Braxton,22.0,percentage,10.34,4.25,100.0,Safe,,11.06
7,3,Lance Bass,22.0,percentage,10.66,4.34,100.0,Safe,,11.06
7,3,Rocco DiSpirito,20.0,percentage,12.42,4.61,100.0,Safe,,10.05
7,3,Brooke Burke,28.0,percentage,10.06,4.21,100.0,Safe,,14.07
7,4,Cloris Leachman,22.0,percentage,13.81,4.67,17.46,Safe,,10.84
7,4,Susan Lucci,24.0,percentage,11.88,4.31,17.46,Safe,,11.82
7,4,Cody Linley,23.0,percentage,11.36,4.16,17.46,Safe,,11.33
7,4,Maurice Greene,20.0,percentage,12.26,4.09,17.46,Safe,,9.85
7,4,Warren Sapp,22.0,percentage,11.04,3.96,17.46,Safe,,10.84
7,4,Toni Braxton,22.0,percentage,11.29,4.03,17.46,Safe,,10.84
7,4,Lance Bass,26.0,percentage,11.01,4.24,17.46,Safe,,12.81
7,4,Rocco DiSpirito,18.0,percentage,6.81,1.7,17.46,Eliminated,,8.87
7,4,Brooke Burke,26.0,percentage,10.54,4.15,17.46,Safe,,12.81
7,5,Cloris Leachman,21.0,percentage,15.6,4.63,20.37,Safe,,10.77
7,5,Susan Lucci,22.0,percentage,13.82,4.27,20.37,Safe,,11.28
7,5,Cody Linley,28.0,percentage,12.52,4.41,20.37,Safe,,14.36
7,5,Maurice Greene,27.0,percentage,13.49,4.58,20.37,Safe,,13.85
7,5,Warren Sapp,25.0,percentage,12.57,4.24,20.37,Safe,,12.82
7,5,Toni Braxton,22.0,percentage,6.93,1.81,20.37,Eliminated,,11.28
7,5,Lance Bass,21.0,percentage,13.43,4.07,20.37,Safe,,10.77
7,5,Brooke Burke,29.0,percentage,11.63,4.32,20.37,Safe,,14.87
7,6,Cloris Leachman,15.0,percentage,11.48,2.42,31.22,Eliminated,,9.38
7,6,Susan Lucci,23.0,percentage,15.78,4.79,31.22,Safe,,14.37
7,6,Cody Linley,23.0,percentage,14.55,4.51,31.22,Safe,,14.37
7,6,Maurice Greene,21.0,percentage,15.76,4.61,31.22,Safe,,13.12
7,6,Warren Sapp,25.0,percentage,14.23,4.62,31.22,Safe,,15.62
7,6,Lance Bass,27.0,percentage,14.94,4.89,31.22,Safe,,16.88
7,6,Brooke Burke,26.0,percentage,13.27,4.49,31.22,Safe,,16.25
7,7,Susan Lucci,24.0,percentage,10.5,2.12,11.7,Eliminated,,16.33
7,7,Cody Linley,22.0,percentage,18.57,4.34,11.7,Safe,,14.97
7,7,Maurice Greene,25.0,percentage,18.77,4.85,11.7,Safe,,17.01
7,7,Warren Sapp,21.0,percentage,18.71,4.2,11.7,Safe,,14.29
7,7,Lance Bass,25.0,percentage,17.97,4.69,11.7,Safe,,17.01
7,7,Brooke Burke,30.0,percentage,15.47,4.67,11.7,Safe,,20.41
7,8,Cody Linley,24.0,percentage,22.69,4.91,21.1,Safe,,18.82
7,8,Maurice Greene,24.0,percentage,14.22,2.6,21.1,Eliminated,,18.82
7,8,Warren Sapp,27.0,percentage,22.03,5.2,21.1,Safe,,21.18
7,8,Lance Bass,25.0,percentage,21.87,4.84,21.1,Safe,,19.61
7,8,Brooke Burke,27.5,percentage,19.18,4.57,21.1,Safe,,21.57
7,9,Cody Linley,23.0,percentage,19.68,3.14,26.49,Eliminated,,22.89
7,9,Warren Sapp,24.5,percentage,27.99,5.23,26.49,Safe,,24.38
7,9,Lance Bass,28.5,percentage,26.53,5.6,26.49,Safe,,28.36
7,9,Brooke Burke,24.5,percentage,25.8,4.74,26.49,Safe,,24.38
7,10,Warren Sapp,27.5,percentage,34.82,6.67,100.0,Safe,,32.35
7,10,Lance Bass,27.5,percentage,33.03,6.59,100.0,Safe,,32.35
7,10,Brooke Burke,30.0,percentage,32.16,6.55,100.0,Safe,,35.29
8,1,Gilles Marini,24.0,percentage,7.7,7.15,100.0,Safe,,9.88
8,1,Denise Richards,18.0,percentage,7.73,7.13,100.0,Safe,,7.41
8,1,David Alan Grier,19.0,percentage,7.71,7.13,100.0,Safe,,7.82
8,1,Lawrence Taylor,16.0,percentage,7.69,7.11,100.0,Safe,,6.58
8,1,Ty Murray,14.0,percentage,7.67,7.11,100.0,Safe,,5.76
8,1,Shawn Johnson,23.0,percentage,7.68,7.12,100.0,Safe,,9.47
8,1,Steve Wozniak,13.0,percentage,7.67,7.13,100.0,Safe,,5.35
8,1,Belinda Carlisle,17.0,percentage,7.7,7.13,100.0,Safe,,7.0
8,1,Chuck Wicks,20.0,percentage,7.67,7.11,100.0,Safe,,8.23
8,1,Lil' Kim,21.0,percentage,7.7,7.11,100.0,Safe,,8.64
8,1,Steve-O,17.0,percentage,7.69,7.11,100.0,Safe,,7.0
8,1,Holly Madison,18.0,percentage,7.7,7.1,100.0,Safe,,7.41
8,1,Melissa Rycroft,23.0,percentage,7.69,7.11,100.0,Safe,,9.47
8,2,Gilles Marini,27.0,percentage,7.71,3.69,10.55,Safe,,10.19
8,2,Denise Richards,21.0,percentage,7.98,3.67,10.55,Safe,,7.92
8,2,David Alan Grier,17.0,percentage,8.37,3.48,10.55,Safe,,6.42
8,2,Lawrence Taylor,20.0,percentage,8.08,3.62,10.55,Safe,,7.55
8,2,Ty Murray,20.0,percentage,8.02,3.65,10.55,Safe,,7.55
8,2,Shawn Johnson,24.0,percentage,7.76,3.67,10.55,Safe,,9.06
8,2,Steve Wozniak,17.0,percentage,8.38,3.45,10.55,Safe,,6.42
8,2,Belinda Carlisle,18.0,percentage,3.0,1.05,10.55,Eliminated,,6.79
8,2,Chuck Wicks,20.0,percentage,7.96,3.59,10.55,Safe,,7.55
8,2,Lil' Kim,23.0,percentage,7.79,3.68,10.55,Safe,,8.68
8,2,Steve-O,14.0,percentage,8.98,3.38,10.55,Safe,,5.28
8,2,Holly Madison,18.0,percentage,8.26,3.5,10.55,Safe,,6.79
8,2,Melissa Rycroft,26.0,percentage,7.71,3.68,10.55,Safe,,9.81
8,3,Gilles Marini,27.0,percentage,8.02,3.78,17.38,Safe,,10.63
8,3,Denise Richards,16.0,percentage,3.99,1.34,17.38,Eliminated,,6.3
8,3,David Alan Grier,24.0,percentage,8.64,3.88,17.38,Safe,,9.45
8,3,Lawrence Taylor,20.0,percentage,8.66,3.72,17.38,Safe,,7.87
8,3,Ty Murray,23.0,percentage,8.35,3.83,17.38,Safe,,9.06
8,3,Shawn Johnson,27.0,percentage,8.07,3.78,17.38,Safe,,10.63
8,3,Steve Wozniak,10.0,percentage,10.66,3.46,17.38,Safe,,3.94
8,3,Chuck Wicks,23.0,percentage,8.34,3.8,17.38,Safe,,9.06
8,3,Lil' Kim,25.0,percentage,8.1,3.82,17.38,Safe,,9.84
8,3,Steve-O,15.0,percentage,10.05,3.76,17.38,Safe,,5.91
8,3,Holly Madison,17.0,percentage,9.16,3.69,17.38,Safe,,6.69
8,3,Melissa Rycroft,27.0,percentage,7.96,3.76,17.38,Safe,,10.63
8,4,Gilles Marini,30.0,percentage,8.5,3.95,24.08,Safe,,12.4
8,4,David Alan Grier,22.0,percentage,9.44,3.95,24.08,Safe,,9.09
8,4,Lawrence Taylor,19.0,percentage,9.75,3.86,24.08,Safe,,7.85
8,4,Ty Murray,25.0,percentage,8.97,3.96,24.08,Safe,,10.33
8,4,Shawn Johnson,25.0,percentage,8.69,3.88,24.08,Safe,,10.33
8,4,Steve Wozniak,12.0,percentage,6.31,1.69,24.08,Eliminated,,4.96
8,4,Chuck Wicks,22.0,percentage,9.13,3.87,24.08,Safe,,9.09
8,4,Lil' Kim,27.0,percentage,8.6,3.91,24.08,Safe,,11.16
8,4,Steve-O,15.0,percentage,11.56,4.06,24.08,Safe,,6.2
8,4,Holly Madison,16.0,percentage,10.62,3.93,24.08,Safe,,6.61
8,4,Melissa Rycroft,29.0,percentage,8.45,3.88,24.08,Safe,,11.98
8,5,Gilles Marini,29.0,percentage,10.44,4.19,12.73,Safe,,13.81
8,5,David Alan Grier,22.0,percentage,5.65,1.52,12.73,Eliminated,,10.48
8,5,Lawrence Taylor,20.0,percentage,12.81,4.08,12.73,Safe,,9.52
8,5,Ty Murray,21.0,percentage,12.07,3.95,12.73,Safe,,10.0
8,5,Shawn Johnson,26.0,percentage,10.85,4.08,12.73,Safe,,12.38
8,5,Chuck Wicks,23.0,percentage,11.72,4.02,12.73,Safe,,10.95
8,5,Lil' Kim,26.0,percentage,10.79,4.08,12.73,Safe,,12.38
8,5,Steve-O,18.0,percentage,14.84,4.45,12.73,Safe,,8.57
8,5,Melissa Rycroft,25.0,percentage,10.82,3.97,12.73,Safe,,11.9
8,6,Gilles Marini,26.0,percentage,11.78,4.26,18.4,Safe,,13.98
8,6,Lawrence Taylor,22.0,percentage,14.51,4.56,18.4,Safe,,11.83
8,6,Ty Murray,18.0,percentage,14.74,4.19,18.4,Safe,,9.68
8,6,Shawn Johnson,26.0,percentage,12.18,4.37,18.4,Safe,,13.98
8,6,Chuck Wicks,23.0,percentage,13.38,4.38,18.4,Safe,,12.37
8,6,Lil' Kim,28.0,percentage,11.92,4.43,18.4,Safe,,15.05
8,6,Steve-O,16.0,percentage,9.45,2.03,18.4,Eliminated,,8.6
8,6,Melissa Rycroft,27.0,percentage,12.05,4.44,18.4,Safe,,14.52
8,7,Gilles Marini,27.0,percentage,14.18,4.37,21.65,Safe,,14.84
8,7,Lawrence Taylor,21.0,percentage,10.02,2.14,21.65,Eliminated,,11.54
8,7,Ty Murray,24.0,percentage,17.31,4.84,21.65,Safe,,13.19
8,7,Shawn Johnson,28.0,percentage,14.29,4.5,21.65,Safe,,15.38
8,7,Chuck Wicks,27.0,percentage,15.61,4.73,21.65,Safe,,14.84
8,7,Lil' Kim,26.0,percentage,14.47,4.35,21.65,Safe,,14.29
8,7,Melissa Rycroft,29.0,percentage,14.12,4.6,21.65,Safe,,15.93
8,8,Gilles Marini,27.5,percentage,16.98,4.55,13.95,Safe,,17.63
8,8,Ty Murray,26.0,percentage,19.9,5.1,13.95,Safe,,16.67
8,8,Shawn Johnson,26.0,percentage,17.41,4.47,13.95,Safe,,16.67
8,8,Chuck Wicks,25.5,percentage,10.41,2.15,13.95,Eliminated,,16.35
8,8,Lil' Kim,28.0,percentage,17.07,4.66,13.95,Safe,,17.95
8,8,Melissa Rycroft,23.0,percentage,18.23,4.27,13.95,Safe,,14.74
8,9,Gilles Marini,28.0,percentage,20.37,4.83,27.55,Safe,,20.97
8,9,Ty Murray,23.0,percentage,24.2,4.98,27.55,Safe,,17.23
8,9,Shawn Johnson,28.0,percentage,20.79,4.96,27.55,Safe,,20.97
8,9,Lil' Kim,26.0,percentage,13.32,2.63,27.55,Eliminated,,19.48
8,9,Melissa Rycroft,28.5,percentage,21.31,5.1,27.55,Safe,,21.35
8,10,Gilles Marini,30.0,percentage,25.44,5.15,26.77,Safe,,27.4
8,10,Ty Murray,24.0,percentage,20.94,3.13,26.77,Eliminated,,21.92
8,10,Shawn Johnson,28.0,percentage,26.5,5.02,26.77,Safe,,25.57
8,10,Melissa Rycroft,27.5,percentage,27.12,5.09,26.77,Safe,,25.11
8,11,Gilles Marini,29.0,percentage,32.18,6.52,100.0,Safe,,33.14
8,11,Shawn Johnson,30.0,percentage,33.55,6.6,100.0,Safe,,34.29
8,11,Melissa Rycroft,28.5,percentage,34.27,6.66,100.0,Safe,,32.57
9,1,Ashley Hamiliton,18.9999,percentage,0.83,0.67,16.72,Eliminated,,4.68
9,1,Debi Mazar,22.0,percentage,6.63,5.91,16.72,Safe,,5.42
9,1,Melissa Joan Hart,24.0,percentage,6.43,5.87,16.72,Safe,,5.91
9,1,Mark Dacascos,28.9998,percentage,6.44,5.95,16.72,Safe,,7.14
9,1,Chuck Liddell,22.0,percentage,6.7,5.96,16.72,Safe,,5.42
9,1,Natalie Coughlin,26.9998,percentage,6.38,6.01,16.72,Safe,,6.65
9,1,Louie Vito,26.9998,percentage,6.36,5.99,16.72,Safe,,6.65
9,1,Michael Irvin,19.0,percentage,7.22,6.01,16.72,Safe,,4.68
9,1,Joanna Krupa,33.9999,percentage,6.37,5.92,16.72,Safe,,8.37
9,1,Kathy Ireland,19.9999,percentage,7.0,5.96,16.72,Safe,,4.93
9,1,Tom DeLay,19.9999,percentage,6.96,5.96,16.72,Safe,,4.93
9,1,Macy Gray,18.9999,percentage,7.21,5.95,16.72,Safe,,4.68
9,1,Aaron Carter,31.999899999999997,percentage,6.36,5.95,16.72,Safe,,7.88
9,1,Mya,30.999899999999997,percentage,6.41,6.07,16.72,Safe,,7.64
9,1,Donny Osmond,29.999899999999997,percentage,6.37,6.01,16.72,Safe,,7.39
9,1,Kelly Osbourne,30.9998,percentage,6.32,5.83,16.72,Safe,,7.64
9,2,Debi Mazar,21.0,percentage,7.53,3.56,10.54,Safe,,7.14
9,2,Melissa Joan Hart,19.0,percentage,7.54,3.41,10.54,Safe,,6.46
9,2,Mark Dacascos,21.0,percentage,7.28,3.49,10.54,Safe,,7.14
9,2,Chuck Liddell,19.0,percentage,7.78,3.52,10.54,Safe,,6.46
9,2,Natalie Coughlin,21.0,percentage,7.31,3.54,10.54,Safe,,7.14
9,2,Louie Vito,19.0,percentage,7.5,3.36,10.54,Safe,,6.46
9,2,Michael Irvin,20.0,percentage,8.1,3.62,10.54,Safe,,6.8
9,2,Joanna Krupa,20.0,percentage,7.39,3.46,10.54,Safe,,6.8
9,2,Kathy Ireland,18.0,percentage,2.85,0.96,10.54,Eliminated,,6.12
9,2,Tom DeLay,18.0,percentage,8.17,3.58,10.54,Safe,,6.12
9,2,Aaron Carter,27.0,percentage,6.98,3.57,10.54,Safe,,9.18
9,2,Mya,27.0,percentage,7.03,3.59,10.54,Safe,,9.18
9,2,Donny Osmond,25.0,percentage,7.05,3.54,10.54,Safe,,8.5
9,2,Kelly Osbourne,19.0,percentage,7.5,3.44,10.54,Safe,,6.46
9,3,Debi Mazar,17.0,percentage,3.15,1.09,12.73,Eliminated,,6.59
9,3,Melissa Joan Hart,19.0,percentage,8.09,3.63,12.73,Safe,,7.36
9,3,Mark Dacascos,18.0,percentage,8.06,3.49,12.73,Safe,,6.98
9,3,Chuck Liddell,17.0,percentage,8.56,3.61,12.73,Safe,,6.59
9,3,Natalie Coughlin,26.0,percentage,7.6,3.69,12.73,Safe,,10.08
9,3,Louie Vito,20.0,percentage,8.03,3.69,12.73,Safe,,7.75
9,3,Michael Irvin,14.0,percentage,9.27,3.58,12.73,Safe,,5.43
9,3,Joanna Krupa,23.0,percentage,7.75,3.66,12.73,Safe,,8.91
9,3,Tom DeLay,15.0,percentage,9.26,3.68,12.73,Safe,,5.81
9,3,Aaron Carter,21.0,percentage,7.39,3.58,12.73,Safe,,8.14
9,3,Mya,27.0,percentage,7.27,3.62,12.73,Safe,,10.47
9,3,Donny Osmond,21.0,percentage,7.54,3.59,12.73,Safe,,8.14
9,3,Kelly Osbourne,20.0,percentage,8.02,3.65,12.73,Safe,,7.75
9,4,Melissa Joan Hart,28.0,percentage,9.36,4.05,16.1,Safe,,11.57
9,4,Mark Dacascos,22.0,percentage,9.62,3.99,16.1,Safe,,9.09
9,4,Chuck Liddell,17.0,percentage,4.8,1.41,16.1,Eliminated,,7.02
9,4,Natalie Coughlin,24.0,percentage,8.95,3.89,16.1,Safe,,9.92
9,4,Louie Vito,16.0,percentage,10.4,3.67,16.1,Safe,,6.61
9,4,Michael Irvin,16.0,percentage,11.5,4.02,16.1,Safe,,6.61
9,4,Joanna Krupa,26.0,percentage,9.03,4.0,16.1,Safe,,10.74
9,4,Aaron Carter,18.0,percentage,9.6,3.64,16.1,Safe,,7.44
9,4,Mya,28.0,percentage,8.41,3.85,16.1,Safe,,11.57
9,4,Donny Osmond,24.0,percentage,8.9,3.89,16.1,Safe,,9.92
9,4,Kelly Osbourne,23.0,percentage,9.44,3.94,16.1,Safe,,9.5
9,5,Melissa Joan Hart,23.0,percentage,10.55,3.96,19.46,Safe,,9.5
9,5,Mark Dacascos,26.0,percentage,10.44,4.1,19.46,Safe,,10.74
9,5,Natalie Coughlin,22.0,percentage,4.74,1.42,19.46,Eliminated,,9.09
9,5,Louie Vito,22.0,percentage,11.61,4.15,19.46,Safe,,9.09
9,5,Michael Irvin,21.0,percentage,12.62,4.33,19.46,Safe,,8.68
9,5,Joanna Krupa,24.0,percentage,10.14,3.93,19.46,Safe,,9.92
9,5,Aaron Carter,24.0,percentage,10.65,4.03,19.46,Safe,,9.92
9,5,Mya,27.0,percentage,9.18,3.86,19.46,Safe,,11.16
9,5,Donny Osmond,29.0,percentage,9.6,4.03,19.46,Safe,,11.98
9,5,Kelly Osbourne,24.0,percentage,10.49,3.96,19.46,Safe,,9.92
9,6,Melissa Joan Hart,23.9999,percentage,6.24,1.71,22.62,Eliminated,,9.23
9,6,Mark Dacascos,32.0,percentage,11.31,4.25,22.62,Safe,,12.31
9,6,Louie Vito,24.0,percentage,13.19,4.26,22.62,Safe,,9.23
9,6,Michael Irvin,21.9998,percentage,14.2,4.36,22.62,Safe,,8.46
9,6,Joanna Krupa,35.9999,percentage,10.82,4.3,22.62,Safe,,13.85
9,6,Aaron Carter,32.9998,percentage,11.46,4.31,22.62,Safe,,12.69
9,6,Mya,33.0,percentage,10.06,4.0,22.62,Safe,,12.69
9,6,Donny Osmond,30.999899999999997,percentage,10.65,4.1,22.62,Safe,,11.92
9,6,Kelly Osbourne,24.9998,percentage,12.09,4.01,22.62,Safe,,9.62
9,7,Mark Dacascos,21.5,percentage,8.99,2.14,27.91,Eliminated,,12.25
9,7,Michael Irvin,23.5,percentage,18.25,5.12,27.91,Safe,,13.39
9,7,Joanna Krupa,27.5,percentage,14.14,4.55,27.91,Safe,,15.67
9,7,Aaron Carter,26.5,percentage,14.9,4.63,27.91,Safe,,15.1
9,7,Mya,24.5,percentage,13.92,4.25,27.91,Safe,,13.96
9,7,Donny Osmond,26.0,percentage,14.14,4.43,27.91,Safe,,14.81
9,7,Kelly Osbourne,26.0,percentage,15.67,4.78,27.91,Safe,,14.81
9,8,Joanna Krupa,26.0,percentage,21.3,4.79,22.31,Safe,,19.85
9,8,Aaron Carter,25.0,percentage,13.88,2.57,22.31,Eliminated,,19.08
9,8,Mya,29.5,percentage,20.15,5.0,22.31,Safe,,22.52
9,8,Donny Osmond,25.0,percentage,21.67,4.68,22.31,Safe,,19.08
9,8,Kelly Osbourne,25.5,percentage,23.0,5.09,22.31,Safe,,19.47
9,9,Joanna Krupa,27.0,percentage,17.86,2.92,24.1,Eliminated,,25.31
9,9,Mya,28.9999,percentage,25.25,5.02,24.1,Safe,,27.19
9,9,Donny Osmond,24.666600000000003,percentage,28.28,4.84,24.1,Safe,,23.13
9,9,Kelly Osbourne,25.9998,percentage,28.61,5.21,24.1,Safe,,24.37
9,10,Mya,28.333199999999998,percentage,30.74,6.46,100.0,Safe,,34.32
9,10,Donny Osmond,28.9998,percentage,34.42,6.66,100.0,Safe,,35.13
9,10,Kelly Osbourne,25.2222,percentage,34.85,6.68,100.0,Safe,,30.55
10,1,Aiden Turner,15.0,percentage,9.07,8.31,100.0,Safe,,7.18
10,1,Shannen Doherty,18.0,percentage,9.09,8.29,100.0,Safe,,8.61
10,1,Niecy Nash,18.0,percentage,9.09,8.3,100.0,Safe,,8.61
10,1,Buzz Aldrin,14.0,percentage,9.13,8.35,100.0,Safe,,6.7
10,1,Chad Ochocinco,18.0,percentage,9.1,8.3,100.0,Safe,,8.61
10,1,Evan Lysacek,23.0,percentage,9.06,8.23,100.0,Safe,,11.0
10,1,Pamela Anderson,21.0,percentage,9.13,8.31,100.0,Safe,,10.05
10,1,Nicole Scherzinger,25.0,percentage,9.08,8.3,100.0,Safe,,11.96
10,1,Erin Andrews,21.0,percentage,9.08,8.33,100.0,Safe,,10.05
10,1,Kate Gosselin,16.0,percentage,9.09,8.31,100.0,Safe,,7.66
10,1,Jake Pavelka,20.0,percentage,9.08,8.29,100.0,Safe,,9.57
10,2,Aiden Turner,19.0,percentage,9.62,3.75,5.46,Safe,,8.64
10,2,Shannen Doherty,20.0,percentage,3.47,1.12,5.46,Eliminated,,9.09
10,2,Niecy Nash,21.0,percentage,9.32,3.8,5.46,Safe,,9.55
10,2,Buzz Aldrin,12.0,percentage,11.37,3.38,5.46,Safe,,5.45
10,2,Chad Ochocinco,16.0,percentage,10.21,3.55,5.46,Safe,,7.27
10,2,Evan Lysacek,24.0,percentage,8.99,3.91,5.46,Safe,,10.91
10,2,Pamela Anderson,22.0,percentage,9.28,3.93,5.46,Safe,,10.0
10,2,Nicole Scherzinger,28.0,percentage,8.95,3.99,5.46,Safe,,12.73
10,2,Erin Andrews,23.0,percentage,9.06,3.83,5.46,Safe,,10.45
10,2,Kate Gosselin,15.0,percentage,10.37,3.44,5.46,Safe,,6.82
10,2,Jake Pavelka,20.0,percentage,9.34,3.74,5.46,Safe,,9.09
10,3,Aiden Turner,20.0,percentage,10.56,4.08,24.18,Safe,,9.85
10,3,Niecy Nash,21.0,percentage,10.23,4.1,24.18,Safe,,10.34
10,3,Buzz Aldrin,13.0,percentage,6.8,1.73,24.18,Eliminated,,6.4
10,3,Chad Ochocinco,20.0,percentage,11.12,4.23,24.18,Safe,,9.85
10,3,Evan Lysacek,26.0,percentage,9.56,4.15,24.18,Safe,,12.81
10,3,Pamela Anderson,21.0,percentage,10.14,4.04,24.18,Safe,,10.34
10,3,Nicole Scherzinger,23.0,percentage,9.64,4.06,24.18,Safe,,11.33
10,3,Erin Andrews,23.0,percentage,9.75,4.05,24.18,Safe,,11.33
10,3,Kate Gosselin,15.0,percentage,11.98,4.03,24.18,Safe,,7.39
10,3,Jake Pavelka,21.0,percentage,10.23,4.09,24.18,Safe,,10.34
