Season,Week,Celebrity,Judge_Total_Score_Raw,Rule_Mode,Estimated_Fan_Vote_Percent_Mean,Estimated_Fan_Vote_Percent_Std,Acceptance_Rate_Percent,Actual_Result,Judge_Rank_Points,Judge_Percent
10,4,Kate Gosselin,16.0,Percentage (Judge% + Fan%),13.87,4.38,22.95,Safe,,8.63
10,4,Jake Pavelka,19.0,Percentage (Judge% + Fan%),11.96,4.15,22.95,Safe,,10.24
10,5,Niecy Nash,18.0,Percentage (Judge% + Fan%),14.25,4.32,21.5,Safe,,10.4
10,5,Chad Ochocinco,18.0,Percentage (Judge% + Fan%),14.35,4.31,21.5,Safe,,10.4
10,5,Evan Lysacek,27.0,Percentage (Judge% + Fan%),11.6,4.38,21.5,Safe,,15.61
10,5,Pamela Anderson,21.0,Percentage (Judge% + Fan%),12.92,4.27,21.5,Safe,,12.14
10,5,Nicole Scherzinger,29.0,Percentage (Judge% + Fan%),11.47,4.45,21.5,Safe,,16.76
10,5,Erin Andrews,22.0,Percentage (Judge% + Fan%),12.93,4.38,21.5,Safe,,12.72
10,5,Kate Gosselin,15.0,Percentage (Judge% + Fan%),9.1,2.05,21.5,Eliminated,,8.67
10,5,Jake Pavelka,23.0,Percentage (Judge% + Fan%),13.39,4.58,21.5,Safe,,13.29
10,6,Niecy Nash,25.9998,Percentage (Judge% + Fan%),16.84,4.68,24.29,Safe,,12.44
10,6,Chad Ochocinco,30.999899999999997,Percentage (Judge% + Fan%),16.38,4.91,24.29,Safe,,14.83
10,6,Evan Lysacek,27.0,Percentage (Judge% + Fan%),14.61,4.14,24.29,Safe,,12.92
10,6,Pamela Anderson,29.9998,Percentage (Judge% + Fan%),15.1,4.61,24.29,Safe,,14.35
10,6,Nicole Scherzinger,35.9999,Percentage (Judge% + Fan%),13.09,4.52,24.29,Safe,,17.22
10,6,Erin Andrews,34.0,Percentage (Judge% + Fan%),14.68,4.77,24.29,Safe,,16.27
10,6,Jake Pavelka,24.999899999999997,Percentage (Judge% + Fan%),9.31,2.16,24.29,Eliminated,,11.96
10,7,Niecy Nash,24.5,Percentage (Judge% + Fan%),19.68,4.91,17.62,Safe,,15.76
10,7,Chad Ochocinco,26.0,Percentage (Judge% + Fan%),18.96,4.94,17.62,Safe,,16.72
10,7,Evan Lysacek,27.0,Percentage (Judge% + Fan%),17.28,4.64,17.62,Safe,,17.36
10,7,Pamela Anderson,25.5,Percentage (Judge% + Fan%),10.23,2.16,17.62,Eliminated,,16.4
10,7,Nicole Scherzinger,27.0,Percentage (Judge% + Fan%),16.12,4.29,17.62,Safe,,17.36
10,7,Erin Andrews,25.5,Percentage (Judge% + Fan%),17.72,4.51,17.62,Safe,,16.4
10,8,Niecy Nash,21.5,Percentage (Judge% + Fan%),15.62,2.77,27.1,Eliminated,,17.0
10,8,Chad Ochocinco,22.5,Percentage (Judge% + Fan%),23.34,4.96,27.1,Safe,,17.79
10,8,Evan Lysacek,26.5,Percentage (Judge% + Fan%),20.79,4.96,27.1,Safe,,20.95
10,8,Nicole Scherzinger,29.5,Percentage (Judge% + Fan%),19.08,4.96,27.1,Safe,,23.32
10,8,Erin Andrews,26.5,Percentage (Judge% + Fan%),21.18,5.05,27.1,Safe,,20.95
10,9,Chad Ochocinco,26.0,Percentage (Judge% + Fan%),20.18,2.97,22.42,Eliminated,,23.01
10,9,Evan Lysacek,29.5,Percentage (Judge% + Fan%),26.76,5.11,22.42,Safe,,26.11
10,9,Nicole Scherzinger,29.5,Percentage (Judge% + Fan%),25.43,4.76,22.42,Safe,,26.11
10,9,Erin Andrews,28.0,Percentage (Judge% + Fan%),27.63,5.03,22.42,Safe,,24.78
10,10,Evan Lysacek,26.888699999999996,Percentage (Judge% + Fan%),33.53,6.59,100.0,Safe,,32.53
10,10,Nicole Scherzinger,28.7777,Percentage (Judge% + Fan%),31.86,6.53,100.0,Safe,,34.81
10,10,Erin Andrews,26.9998,Percentage (Judge% + Fan%),34.61,6.66,100.0,Safe,,32.66
11,1,David Hasselhoff,15.0,Percentage (Judge% + Fan%),1.24,0.98,19.21,Eliminated,,6.61
11,1,Florence Henderson,18.0,Percentage (Judge% + Fan%),8.82,7.72,19.21,Safe,,7.93
11,1,Kyle Massey,23.0,Percentage (Judge% + Fan%),8.65,7.96,19.21,Safe,,10.13
11,1,Jennifer Grey,24.0,Percentage (Judge% + Fan%),8.63,7.93,19.21,Safe,,10.57
11,1,Rick Fox,22.0,Percentage (Judge% + Fan%),8.58,7.89,19.21,Safe,,9.69
11,1,Kurt Warner,19.0,Percentage (Judge% + Fan%),8.74,7.71,19.21,Safe,,8.37
11,1,Margaret Cho,15.0,Percentage (Judge% + Fan%),9.83,7.89,19.21,Safe,,6.61
11,1,Michael Bolton,16.0,Percentage (Judge% + Fan%),9.38,7.88,19.21,Safe,,7.05
11,1,Brandy,23.0,Percentage (Judge% + Fan%),8.62,7.83,19.21,Safe,,10.13
11,1,The Situation,15.0,Percentage (Judge% + Fan%),9.82,7.83,19.21,Safe,,6.61
11,1,Audrina Patridge,19.0,Percentage (Judge% + Fan%),8.82,7.88,19.21,Safe,,8.37
11,1,Bristol Palin,18.0,Percentage (Judge% + Fan%),8.87,7.77,19.21,Safe,,7.93
11,2,Florence Henderson,19.0,Percentage (Judge% + Fan%),9.47,3.92,37.42,Safe,,8.6
11,2,Kyle Massey,22.0,Percentage (Judge% + Fan%),9.08,3.99,37.42,Safe,,9.95
11,2,Jennifer Grey,24.0,Percentage (Judge% + Fan%),8.94,3.98,37.42,Safe,,10.86
11,2,Rick Fox,21.0,Percentage (Judge% + Fan%),9.04,3.93,37.42,Safe,,9.5
11,2,Kurt Warner,21.0,Percentage (Judge% + Fan%),9.22,3.96,37.42,Safe,,9.5
11,2,Margaret Cho,18.0,Percentage (Judge% + Fan%),10.46,4.13,37.42,Safe,,8.14
11,2,Michael Bolton,12.0,Percentage (Judge% + Fan%),5.78,1.7,37.42,Eliminated,,5.43
11,2,Brandy,21.0,Percentage (Judge% + Fan%),9.11,3.95,37.42,Safe,,9.5
11,2,The Situation,18.0,Percentage (Judge% + Fan%),10.45,4.11,37.42,Safe,,8.14
11,2,Audrina Patridge,23.0,Percentage (Judge% + Fan%),9.16,4.05,37.42,Safe,,10.41
11,2,Bristol Palin,22.0,Percentage (Judge% + Fan%),9.27,4.03,37.42,Safe,,9.95
11,3,Florence Henderson,20.0,Percentage (Judge% + Fan%),10.9,3.94,15.8,Safe,,9.05
11,3,Kyle Massey,23.0,Percentage (Judge% + Fan%),10.2,3.98,15.8,Safe,,10.41
11,3,Jennifer Grey,24.0,Percentage (Judge% + Fan%),10.0,4.04,15.8,Safe,,10.86
11,3,Rick Fox,24.0,Percentage (Judge% + Fan%),10.03,4.06,15.8,Safe,,10.86
11,3,Kurt Warner,23.0,Percentage (Judge% + Fan%),10.34,4.06,15.8,Safe,,10.41
11,3,Margaret Cho,18.0,Percentage (Judge% + Fan%),5.62,1.49,15.8,Eliminated,,8.14
11,3,Brandy,24.0,Percentage (Judge% + Fan%),10.11,4.08,15.8,Safe,,10.86
11,3,The Situation,20.0,Percentage (Judge% + Fan%),11.82,4.18,15.8,Safe,,9.05
11,3,Audrina Patridge,26.0,Percentage (Judge% + Fan%),10.0,4.1,15.8,Safe,,11.76
11,3,Bristol Palin,19.0,Percentage (Judge% + Fan%),10.98,3.88,15.8,Safe,,8.6
11,4,Florence Henderson,17.5,Percentage (Judge% + Fan%),12.43,4.24,21.71,Safe,,9.78
11,4,Kyle Massey,20.0,Percentage (Judge% + Fan%),11.38,4.17,21.71,Safe,,11.17
11,4,Jennifer Grey,28.0,Percentage (Judge% + Fan%),10.73,4.35,21.71,Safe,,15.64
11,4,Rick Fox,19.5,Percentage (Judge% + Fan%),11.39,4.15,21.71,Safe,,10.89
11,4,Kurt Warner,17.0,Percentage (Judge% + Fan%),12.06,4.09,21.71,Safe,,9.5
11,4,Brandy,24.0,Percentage (Judge% + Fan%),10.98,4.38,21.71,Safe,,13.41
11,4,The Situation,14.0,Percentage (Judge% + Fan%),7.27,1.84,21.71,Eliminated,,7.82
11,4,Audrina Patridge,23.0,Percentage (Judge% + Fan%),10.97,4.3,21.71,Safe,,12.85
11,4,Bristol Palin,16.0,Percentage (Judge% + Fan%),12.8,4.19,21.71,Safe,,8.94
11,5,Florence Henderson,21.0,Percentage (Judge% + Fan%),7.13,1.73,12.77,Eliminated,,11.54
11,5,Kyle Massey,20.0,Percentage (Judge% + Fan%),13.84,4.08,12.77,Safe,,10.99
11,5,Jennifer Grey,25.0,Percentage (Judge% + Fan%),12.18,4.21,12.77,Safe,,13.74
11,5,Rick Fox,24.0,Percentage (Judge% + Fan%),12.95,4.34,12.77,Safe,,13.19
11,5,Kurt Warner,24.0,Percentage (Judge% + Fan%),13.55,4.47,12.77,Safe,,13.19
11,5,Brandy,27.0,Percentage (Judge% + Fan%),12.17,4.34,12.77,Safe,,14.84
11,5,Audrina Patridge,23.0,Percentage (Judge% + Fan%),12.75,4.15,12.77,Safe,,12.64
11,5,Bristol Palin,18.0,Percentage (Judge% + Fan%),15.43,4.27,12.77,Safe,,9.89
11,6,Kyle Massey,29.999899999999997,Percentage (Judge% + Fan%),15.55,4.41,9.01,Safe,,14.49
11,6,Jennifer Grey,29.0,Percentage (Judge% + Fan%),14.63,4.1,9.01,Safe,,14.01
11,6,Rick Fox,30.0,Percentage (Judge% + Fan%),14.92,4.31,9.01,Safe,,14.49
11,6,Kurt Warner,21.9999,Percentage (Judge% + Fan%),17.27,3.93,9.01,Safe,,10.63
11,6,Brandy,35.9999,Percentage (Judge% + Fan%),13.34,4.43,9.01,Safe,,17.39
11,6,Audrina Patridge,31.9998,Percentage (Judge% + Fan%),7.06,1.72,9.01,Eliminated,,15.46
11,6,Bristol Palin,27.9998,Percentage (Judge% + Fan%),17.24,4.63,9.01,Safe,,13.53
11,7,Kyle Massey,33.5,Percentage (Judge% + Fan%),18.13,4.58,19.64,Safe,,16.07
11,7,Jennifer Grey,36.5,Percentage (Judge% + Fan%),16.94,4.62,19.64,Safe,,17.51
11,7,Rick Fox,34.5,Percentage (Judge% + Fan%),9.97,2.18,19.64,Eliminated,,16.55
11,7,Kurt Warner,35.0,Percentage (Judge% + Fan%),19.36,5.05,19.64,Safe,,16.79
11,7,Brandy,36.5,Percentage (Judge% + Fan%),15.9,4.36,19.64,Safe,,17.51
11,7,Bristol Palin,32.5,Percentage (Judge% + Fan%),19.7,4.93,19.64,Safe,,15.59
11,8,Kyle Massey,28.0,Percentage (Judge% + Fan%),21.4,5.07,22.78,Safe,,21.13
11,8,Jennifer Grey,28.5,Percentage (Judge% + Fan%),20.37,4.91,22.78,Safe,,21.51
11,8,Kurt Warner,24.0,Percentage (Judge% + Fan%),14.8,2.64,22.78,Eliminated,,18.11
11,8,Brandy,28.5,Percentage (Judge% + Fan%),19.46,4.7,22.78,Safe,,21.51
11,8,Bristol Palin,23.5,Percentage (Judge% + Fan%),23.97,5.04,22.78,Safe,,17.74
11,9,Kyle Massey,29.0,Percentage (Judge% + Fan%),26.93,5.19,37.34,Safe,,25.44
11,9,Jennifer Grey,30.0,Percentage (Judge% + Fan%),25.75,5.1,37.34,Safe,,26.32
11,9,Brandy,28.5,Percentage (Judge% + Fan%),17.45,3.15,37.34,Eliminated,,25.0
11,9,Bristol Palin,26.5,Percentage (Judge% + Fan%),29.86,5.38,37.34,Safe,,23.25
11,10,Kyle Massey,27.333199999999998,Percentage (Judge% + Fan%),32.62,6.56,100.0,Safe,,32.93
11,10,Jennifer Grey,30.0,Percentage (Judge% + Fan%),31.22,6.5,100.0,Safe,,36.14
11,10,Bristol Palin,25.666600000000003,Percentage (Judge% + Fan%),36.16,6.72,100.0,Safe,,30.92
12,1,Ralph Macchio,24.0,Percentage (Judge% + Fan%),9.1,8.32,100.0,Safe,,11.59
12,1,Chelsea Kane,21.0,Percentage (Judge% + Fan%),9.12,8.32,100.0,Safe,,10.14
12,1,Kirstie Alley,23.0,Percentage (Judge% + Fan%),9.11,8.35,100.0,Safe,,11.11
12,1,Hines Ward,21.0,Percentage (Judge% + Fan%),9.08,8.29,100.0,Safe,,10.14
12,1,Sugar Ray Leonard,17.0,Percentage (Judge% + Fan%),9.09,8.24,100.0,Safe,,8.21
12,1,Chris Jericho,19.0,Percentage (Judge% + Fan%),9.08,8.31,100.0,Safe,,9.18
12,1,Petra Nemcova,18.0,Percentage (Judge% + Fan%),9.06,8.27,100.0,Safe,,8.7
12,1,Mike Catherwood,13.0,Percentage (Judge% + Fan%),9.07,8.29,100.0,Safe,,6.28
12,1,Romeo,19.0,Percentage (Judge% + Fan%),9.06,8.29,100.0,Safe,,9.18
12,1,Wendy Williams,14.0,Percentage (Judge% + Fan%),9.08,8.3,100.0,Safe,,6.76
12,1,Kendra Wilkinson,18.0,Percentage (Judge% + Fan%),9.14,8.33,100.0,Safe,,8.7
12,2,Ralph Macchio,21.0,Percentage (Judge% + Fan%),9.42,3.95,16.22,Safe,,9.72
12,2,Chelsea Kane,18.0,Percentage (Judge% + Fan%),9.78,3.81,16.22,Safe,,8.33
12,2,Kirstie Alley,20.0,Percentage (Judge% + Fan%),9.53,3.96,16.22,Safe,,9.26
12,2,Hines Ward,23.0,Percentage (Judge% + Fan%),9.23,3.9,16.22,Safe,,10.65
12,2,Sugar Ray Leonard,17.0,Percentage (Judge% + Fan%),9.94,3.72,16.22,Safe,,7.87
12,2,Chris Jericho,23.0,Percentage (Judge% + Fan%),9.26,3.98,16.22,Safe,,10.65
12,2,Petra Nemcova,18.0,Percentage (Judge% + Fan%),9.76,3.83,16.22,Safe,,8.33
12,2,Mike Catherwood,17.0,Percentage (Judge% + Fan%),4.28,1.32,16.22,Eliminated,,7.87
12,2,Romeo,23.0,Percentage (Judge% + Fan%),9.24,3.99,16.22,Safe,,10.65
12,2,Wendy Williams,17.0,Percentage (Judge% + Fan%),9.91,3.76,16.22,Safe,,7.87
12,2,Kendra Wilkinson,19.0,Percentage (Judge% + Fan%),9.65,3.9,16.22,Safe,,8.8
12,3,Ralph Macchio,21.0,Percentage (Judge% + Fan%),10.41,4.06,29.95,Safe,,9.81
12,3,Chelsea Kane,23.0,Percentage (Judge% + Fan%),10.6,4.23,29.95,Safe,,10.75
12,3,Kirstie Alley,21.0,Percentage (Judge% + Fan%),10.53,4.12,29.95,Safe,,9.81
12,3,Hines Ward,25.0,Percentage (Judge% + Fan%),9.94,4.14,29.95,Safe,,11.68
12,3,Sugar Ray Leonard,20.0,Percentage (Judge% + Fan%),11.0,4.13,29.95,Safe,,9.35
12,3,Chris Jericho,21.0,Percentage (Judge% + Fan%),10.26,4.03,29.95,Safe,,9.81
12,3,Petra Nemcova,25.0,Percentage (Judge% + Fan%),10.45,4.23,29.95,Safe,,11.68
12,3,Romeo,20.0,Percentage (Judge% + Fan%),10.33,3.97,29.95,Safe,,9.35
12,3,Wendy Williams,15.0,Percentage (Judge% + Fan%),6.08,1.72,29.95,Eliminated,,7.01
12,3,Kendra Wilkinson,23.0,Percentage (Judge% + Fan%),10.41,4.16,29.95,Safe,,10.75
12,4,Ralph Macchio,25.0,Percentage (Judge% + Fan%),11.5,4.24,12.42,Safe,,12.14
12,4,Chelsea Kane,26.0,Percentage (Judge% + Fan%),11.63,4.36,12.42,Safe,,12.62
12,4,Kirstie Alley,22.0,Percentage (Judge% + Fan%),12.05,4.14,12.42,Safe,,10.68
12,4,Hines Ward,25.0,Percentage (Judge% + Fan%),11.06,4.13,12.42,Safe,,12.14
12,4,Sugar Ray Leonard,21.0,Percentage (Judge% + Fan%),5.85,1.53,12.42,Eliminated,,10.19
12,4,Chris Jericho,23.0,Percentage (Judge% + Fan%),11.7,4.16,12.42,Safe,,11.17
12,4,Petra Nemcova,23.0,Percentage (Judge% + Fan%),11.77,4.13,12.42,Safe,,11.17
12,4,Romeo,23.0,Percentage (Judge% + Fan%),11.67,4.1,12.42,Safe,,11.17
12,4,Kendra Wilkinson,18.0,Percentage (Judge% + Fan%),12.76,3.88,12.42,Safe,,8.74
12,5,Ralph Macchio,22.0,Percentage (Judge% + Fan%),13.51,4.15,19.24,Safe,,11.34
12,5,Chelsea Kane,26.0,Percentage (Judge% + Fan%),12.93,4.39,19.24,Safe,,13.4
12,5,Kirstie Alley,23.0,Percentage (Judge% + Fan%),13.75,4.35,19.24,Safe,,11.86
12,5,Hines Ward,27.0,Percentage (Judge% + Fan%),12.3,4.33,19.24,Safe,,13.92
12,5,Chris Jericho,26.0,Percentage (Judge% + Fan%),12.97,4.39,19.24,Safe,,13.4
12,5,Petra Nemcova,22.0,Percentage (Judge% + Fan%),7.04,1.8,19.24,Eliminated,,11.34
12,5,Romeo,26.0,Percentage (Judge% + Fan%),12.98,4.4,19.24,Safe,,13.4
12,5,Kendra Wilkinson,22.0,Percentage (Judge% + Fan%),14.53,4.46,19.24,Safe,,11.34
12,6,Ralph Macchio,24.0,Percentage (Judge% + Fan%),15.7,4.55,30.01,Safe,,13.33
12,6,Chelsea Kane,28.0,Percentage (Judge% + Fan%),14.57,4.64,30.01,Safe,,15.56
12,6,Kirstie Alley,26.0,Percentage (Judge% + Fan%),15.57,4.72,30.01,Safe,,14.44
12,6,Hines Ward,27.0,Percentage (Judge% + Fan%),14.12,4.46,30.01,Safe,,15.0
12,6,Chris Jericho,22.0,Percentage (Judge% + Fan%),9.07,2.17,30.01,Eliminated,,12.22
12,6,Romeo,28.0,Percentage (Judge% + Fan%),14.56,4.62,30.01,Safe,,15.56
12,6,Kendra Wilkinson,25.0,Percentage (Judge% + Fan%),16.41,4.81,30.01,Safe,,13.89
12,7,Ralph Macchio,33.0,Percentage (Judge% + Fan%),18.22,4.79,12.77,Safe,,17.51
12,7,Chelsea Kane,32.0,Percentage (Judge% + Fan%),17.43,4.52,12.77,Safe,,16.98
12,7,Kirstie Alley,30.0,Percentage (Judge% + Fan%),18.7,4.6,12.77,Safe,,15.92
12,7,Hines Ward,33.0,Percentage (Judge% + Fan%),16.99,4.55,12.77,Safe,,17.51
12,7,Romeo,30.0,Percentage (Judge% + Fan%),17.92,4.44,12.77,Safe,,15.92
12,7,Kendra Wilkinson,30.5,Percentage (Judge% + Fan%),10.74,2.12,12.77,Eliminated,,16.18
12,8,Ralph Macchio,23.0,Percentage (Judge% + Fan%),23.05,4.72,19.19,Safe,,17.69
12,8,Chelsea Kane,27.5,Percentage (Judge% + Fan%),20.91,4.89,19.19,Safe,,21.15
12,8,Kirstie Alley,26.5,Percentage (Judge% + Fan%),22.15,5.01,19.19,Safe,,20.38
12,8,Hines Ward,27.0,Percentage (Judge% + Fan%),20.66,4.76,19.19,Safe,,20.77
12,8,Romeo,26.0,Percentage (Judge% + Fan%),13.24,2.47,19.19,Eliminated,,20.0
12,9,Ralph Macchio,24.0,Percentage (Judge% + Fan%),21.15,3.47,40.23,Eliminated,,20.43
12,9,Chelsea Kane,36.5,Percentage (Judge% + Fan%),24.81,5.71,40.23,Safe,,31.06
12,9,Kirstie Alley,27.0,Percentage (Judge% + Fan%),28.13,5.15,40.23,Safe,,22.98
12,9,Hines Ward,30.0,Percentage (Judge% + Fan%),25.91,5.15,40.23,Safe,,25.53
12,10,Chelsea Kane,29.666600000000003,Percentage (Judge% + Fan%),31.49,6.5,100.0,Safe,,33.97
12,10,Kirstie Alley,27.999899999999997,Percentage (Judge% + Fan%),35.66,6.72,100.0,Safe,,32.06
12,10,Hines Ward,29.666600000000003,Percentage (Judge% + Fan%),32.86,6.58,100.0,Safe,,33.97
13,1,Elisabetta Canalis,15.0,Percentage (Judge% + Fan%),9.43,7.76,22.97,Safe,,6.91
13,1,David Arquette,18.0,Percentage (Judge% + Fan%),9.02,7.98,22.97,Safe,,8.29
13,1,Ricki Lake,20.0,Percentage (Judge% + Fan%),8.77,7.91,22.97,Safe,,9.22
13,1,J.R. Martinez,22.0,Percentage (Judge% + Fan%),8.68,7.91,22.97,Safe,,10.14
13,1,Metta World Peace (Ron),14.0,Percentage (Judge% + Fan%),1.33,0.99,22.97,Eliminated,,6.45
13,1,Hope Solo,21.0,Percentage (Judge% + Fan%),8.74,7.98,22.97,Safe,,9.68
13,1,Chynna Phillips,22.0,Percentage (Judge% + Fan%),8.65,7.91,22.97,Safe,,10.14
13,1,Kristin Cavallari,19.0,Percentage (Judge% + Fan%),8.78,7.95,22.97,Safe,,8.76
13,1,Carson Kressley,17.0,Percentage (Judge% + Fan%),8.98,7.95,22.97,Safe,,7.83
13,1,Chaz Bono,17.0,Percentage (Judge% + Fan%),9.06,7.92,22.97,Safe,,7.83
13,1,Nancy Grace,16.0,Percentage (Judge% + Fan%),9.25,7.84,22.97,Safe,,7.37
13,1,Rob Kardashian,16.0,Percentage (Judge% + Fan%),9.31,8.04,22.97,Safe,,7.37
13,2,Elisabetta Canalis,21.0,Percentage (Judge% + Fan%),3.54,1.08,5.14,Eliminated,,9.42
13,2,David Arquette,18.0,Percentage (Judge% + Fan%),10.04,3.58,5.14,Safe,,8.07
13,2,Ricki Lake,23.0,Percentage (Judge% + Fan%),9.03,3.69,5.14,Safe,,10.31
13,2,J.R. Martinez,22.0,Percentage (Judge% + Fan%),9.14,3.78,5.14,Safe,,9.87
13,2,Hope Solo,19.0,Percentage (Judge% + Fan%),9.71,3.59,5.14,Safe,,8.52
13,2,Chynna Phillips,21.0,Percentage (Judge% + Fan%),9.33,3.68,5.14,Safe,,9.42
13,2,Kristin Cavallari,22.0,Percentage (Judge% + Fan%),9.24,3.74,5.14,Safe,,9.87
13,2,Carson Kressley,18.0,Percentage (Judge% + Fan%),10.05,3.6,5.14,Safe,,8.07
13,2,Chaz Bono,17.0,Percentage (Judge% + Fan%),10.38,3.6,5.14,Safe,,7.62
13,2,Nancy Grace,21.0,Percentage (Judge% + Fan%),9.75,3.83,5.14,Safe,,9.42
13,2,Rob Kardashian,21.0,Percentage (Judge% + Fan%),9.79,3.86,5.14,Safe,,9.42
13,3,David Arquette,24.0,Percentage (Judge% + Fan%),10.84,4.03,10.46,Safe,,10.13
13,3,Ricki Lake,27.0,Percentage (Judge% + Fan%),9.64,3.95,10.46,Safe,,11.39
13,3,J.R. Martinez,26.0,Percentage (Judge% + Fan%),9.86,3.92,10.46,Safe,,10.97
13,3,Hope Solo,24.0,Percentage (Judge% + Fan%),10.55,3.96,10.46,Safe,,10.13
13,3,Chynna Phillips,26.0,Percentage (Judge% + Fan%),10.0,3.99,10.46,Safe,,10.97
13,3,Kristin Cavallari,24.0,Percentage (Judge% + Fan%),4.19,1.27,10.46,Eliminated,,10.13
13,3,Carson Kressley,23.0,Percentage (Judge% + Fan%),10.98,3.98,10.46,Safe,,9.7
13,3,Chaz Bono,18.0,Percentage (Judge% + Fan%),12.13,3.82,10.46,Safe,,7.59
13,3,Nancy Grace,21.0,Percentage (Judge% + Fan%),11.12,3.83,10.46,Safe,,8.86
13,3,Rob Kardashian,24.0,Percentage (Judge% + Fan%),10.68,3.96,10.46,Safe,,10.13
13,4,David Arquette,23.0,Percentage (Judge% + Fan%),11.98,4.24,21.41,Safe,,11.0
13,4,Ricki Lake,29.0,Percentage (Judge% + Fan%),10.27,4.13,21.41,Safe,,13.88
13,4,J.R. Martinez,26.0,Percentage (Judge% + Fan%),10.68,4.1,21.41,Safe,,12.44
13,4,Hope Solo,24.0,Percentage (Judge% + Fan%),11.49,4.18,21.41,Safe,,11.48
13,4,Chynna Phillips,21.0,Percentage (Judge% + Fan%),5.69,1.61,21.41,Eliminated,,10.05
13,4,Carson Kressley,20.0,Percentage (Judge% + Fan%),12.52,4.09,21.41,Safe,,9.57
13,4,Chaz Bono,21.0,Percentage (Judge% + Fan%),13.31,4.42,21.41,Safe,,10.05
13,4,Nancy Grace,21.0,Percentage (Judge% + Fan%),12.39,4.13,21.41,Safe,,10.05
13,4,Rob Kardashian,24.0,Percentage (Judge% + Fan%),11.66,4.18,21.41,Safe,,11.48
13,5,David Arquette,25.0,Percentage (Judge% + Fan%),13.29,4.52,23.37,Safe,,13.3
13,5,Ricki Lake,24.0,Percentage (Judge% + Fan%),11.9,4.07,23.37,Safe,,12.77
13,5,J.R. Martinez,28.0,Percentage (Judge% + Fan%),11.75,4.35,23.37,Safe,,14.89
13,5,Hope Solo,24.0,Percentage (Judge% + Fan%),13.0,4.38,23.37,Safe,,12.77
13,5,Carson Kressley,19.0,Percentage (Judge% + Fan%),7.99,1.92,23.37,Eliminated,,10.11
13,5,Chaz Bono,21.0,Percentage (Judge% + Fan%),14.96,4.6,23.37,Safe,,11.17
13,5,Nancy Grace,22.0,Percentage (Judge% + Fan%),14.09,4.5,23.37,Safe,,11.7
13,5,Rob Kardashian,25.0,Percentage (Judge% + Fan%),13.02,4.49,23.37,Safe,,13.3
13,6,David Arquette,23.0,Percentage (Judge% + Fan%),15.58,4.53,19.24,Safe,,13.86
13,6,Ricki Lake,29.0,Percentage (Judge% + Fan%),13.41,4.61,19.24,Safe,,17.47
13,6,J.R. Martinez,29.0,Percentage (Judge% + Fan%),13.27,4.56,19.24,Safe,,17.47
13,6,Hope Solo,20.0,Percentage (Judge% + Fan%),16.09,4.32,19.24,Safe,,12.05
13,6,Chaz Bono,19.0,Percentage (Judge% + Fan%),10.09,2.14,19.24,Eliminated,,11.45
13,6,Nancy Grace,24.0,Percentage (Judge% + Fan%),16.04,4.73,19.24,Safe,,14.46
13,6,Rob Kardashian,22.0,Percentage (Judge% + Fan%),15.51,4.39,19.24,Safe,,13.25
13,7,David Arquette,23.5,Percentage (Judge% + Fan%),10.59,2.18,16.18,Eliminated,,16.04
13,7,Ricki Lake,26.5,Percentage (Judge% + Fan%),16.15,4.55,16.18,Safe,,18.09
13,7,J.R. Martinez,24.0,Percentage (Judge% + Fan%),16.81,4.3,16.18,Safe,,16.38
13,7,Hope Solo,25.0,Percentage (Judge% + Fan%),18.77,4.93,16.18,Safe,,17.06
13,7,Nancy Grace,22.0,Percentage (Judge% + Fan%),19.5,4.72,16.18,Safe,,15.02
13,7,Rob Kardashian,25.5,Percentage (Judge% + Fan%),18.18,4.83,16.18,Safe,,17.41
13,8,Ricki Lake,26.0,Percentage (Judge% + Fan%),20.25,4.67,26.95,Safe,,20.08
13,8,J.R. Martinez,30.0,Percentage (Judge% + Fan%),19.75,5.09,26.95,Safe,,23.17
13,8,Hope Solo,26.0,Percentage (Judge% + Fan%),22.4,5.16,26.95,Safe,,20.08
13,8,Nancy Grace,22.0,Percentage (Judge% + Fan%),15.56,2.78,26.95,Eliminated,,16.99
13,8,Rob Kardashian,25.5,Percentage (Judge% + Fan%),22.04,5.05,26.95,Safe,,19.69
13,9,Ricki Lake,33.4999,Percentage (Judge% + Fan%),25.3,5.45,38.69,Safe,,28.27
13,9,J.R. Martinez,28.0,Percentage (Judge% + Fan%),26.52,4.91,38.69,Safe,,23.63
13,9,Hope Solo,24.4998,Percentage (Judge% + Fan%),21.04,3.47,38.69,Eliminated,,20.68
13,9,Rob Kardashian,32.4998,Percentage (Judge% + Fan%),27.15,5.67,38.69,Safe,,27.43
13,10,Ricki Lake,27.999899999999997,Percentage (Judge% + Fan%),32.02,6.54,100.0,Safe,,33.14
13,10,J.R. Martinez,28.1665,Percentage (Judge% + Fan%),33.55,6.63,100.0,Safe,,33.33
13,10,Rob Kardashian,28.333199999999998,Percentage (Judge% + Fan%),34.43,6.66,100.0,Safe,,33.53
14,1,William Levy,24.0,Percentage (Judge% + Fan%),8.34,7.67,100.0,Safe,,8.89
14,1,Jack Wagner,23.0,Percentage (Judge% + Fan%),8.33,7.65,100.0,Safe,,8.52
14,1,Sherri Sheperd,23.0,Percentage (Judge% + Fan%),8.35,7.66,100.0,Safe,,8.52
14,1,Jaleel White,26.0,Percentage (Judge% + Fan%),8.33,7.66,100.0,Safe,,9.63
