Season,Week,Name,Judge_Raw_Score,Judge_Percent,Est_Fan_Percent_Mean,Est_Fan_Percent_Std,Acceptance_Rate,Actual_Result
8,1,Steve-O,17.0,7.0,7.69,7.14,100.0,Safe
8,1,Holly Madison,18.0,7.41,7.73,7.14,100.0,Safe
8,1,Melissa Rycroft,23.0,9.47,7.7,7.14,100.0,Safe
8,2,Gilles Marini,27.0,10.19,7.77,3.66,10.66,Safe
8,2,Denise Richards,21.0,7.92,7.96,3.65,10.66,Safe
8,2,David Alan Grier,17.0,6.42,8.34,3.43,10.66,Safe
8,2,Lawrence Taylor,20.0,7.55,7.99,3.56,10.66,Safe
8,2,Ty Murray,20.0,7.55,8.03,3.63,10.66,Safe
8,2,Shawn Johnson,24.0,9.06,7.72,3.69,10.66,Safe
8,2,Steve Wozniak,17.0,6.42,8.37,3.49,10.66,Safe
8,2,Belinda Carlisle,18.0,6.79,3.0,1.03,10.66,Eliminated
8,2,Chuck Wicks,20.0,7.55,8.04,3.56,10.66,Safe
8,2,Lil' Kim,23.0,8.68,7.72,3.67,10.66,Safe
8,2,Steve-O,14.0,5.28,9.01,3.4,10.66,Safe
8,2,Holly Madison,18.0,6.79,8.32,3.49,10.66,Safe
8,2,Melissa Rycroft,26.0,9.81,7.74,3.72,10.66,Safe
8,3,Gilles Marini,27.0,10.63,8.05,3.82,17.74,Safe
8,3,Denise Richards,16.0,6.3,3.96,1.34,17.74,Eliminated
8,3,David Alan Grier,24.0,9.45,8.66,3.89,17.74,Safe
8,3,Lawrence Taylor,20.0,7.87,8.57,3.74,17.74,Safe
8,3,Ty Murray,23.0,9.06,8.44,3.82,17.74,Safe
8,3,Shawn Johnson,27.0,10.63,7.97,3.8,17.74,Safe
8,3,Steve Wozniak,10.0,3.94,10.69,3.47,17.74,Safe
8,3,Chuck Wicks,23.0,9.06,8.4,3.81,17.74,Safe
8,3,Lil' Kim,25.0,9.84,8.01,3.77,17.74,Safe
8,3,Steve-O,15.0,5.91,10.06,3.79,17.74,Safe
8,3,Holly Madison,17.0,6.69,9.2,3.71,17.74,Safe
8,3,Melissa Rycroft,27.0,10.63,8.0,3.8,17.74,Safe
8,4,Gilles Marini,30.0,12.4,8.56,3.95,23.59,Safe
8,4,David Alan Grier,22.0,9.09,9.38,3.95,23.59,Safe
8,4,Lawrence Taylor,19.0,7.85,9.67,3.85,23.59,Safe
8,4,Ty Murray,25.0,10.33,9.08,3.98,23.59,Safe
8,4,Shawn Johnson,25.0,10.33,8.55,3.86,23.59,Safe
8,4,Steve Wozniak,12.0,4.96,6.31,1.69,23.59,Eliminated
8,4,Chuck Wicks,22.0,9.09,9.22,3.91,23.59,Safe
8,4,Lil' Kim,27.0,11.16,8.58,3.89,23.59,Safe
8,4,Steve-O,15.0,6.2,11.53,4.07,23.59,Safe
8,4,Holly Madison,16.0,6.61,10.64,3.9,23.59,Safe
8,4,Melissa Rycroft,29.0,11.98,8.49,3.91,23.59,Safe
8,5,Gilles Marini,29.0,13.81,10.46,4.1,13.29,Safe
8,5,David Alan Grier,22.0,10.48,5.66,1.51,13.29,Eliminated
8,5,Lawrence Taylor,20.0,9.52,12.79,4.04,13.29,Safe
8,5,Ty Murray,21.0,10.0,12.12,3.97,13.29,Safe
8,5,Shawn Johnson,26.0,12.38,10.72,4.08,13.29,Safe
8,5,Chuck Wicks,23.0,10.95,11.83,4.08,13.29,Safe
8,5,Lil' Kim,26.0,12.38,10.77,4.04,13.29,Safe
8,5,Steve-O,18.0,8.57,14.81,4.44,13.29,Safe
8,5,Melissa Rycroft,25.0,11.9,10.84,3.99,13.29,Safe
8,6,Gilles Marini,26.0,13.98,11.78,4.27,18.53,Safe
8,6,Lawrence Taylor,22.0,11.83,14.46,4.55,18.53,Safe
8,6,Ty Murray,18.0,9.68,14.82,4.27,18.53,Safe
8,6,Shawn Johnson,26.0,13.98,12.1,4.36,18.53,Safe
8,6,Chuck Wicks,23.0,12.37,13.49,4.45,18.53,Safe
8,6,Lil' Kim,28.0,15.05,11.87,4.41,18.53,Safe
8,6,Steve-O,16.0,8.6,9.47,2.02,18.53,Eliminated
8,6,Melissa Rycroft,27.0,14.52,12.01,4.39,18.53,Safe
8,7,Gilles Marini,27.0,14.84,14.17,4.41,21.92,Safe
8,7,Lawrence Taylor,21.0,11.54,9.99,2.14,21.92,Eliminated
8,7,Ty Murray,24.0,13.19,17.35,4.89,21.92,Safe
8,7,Shawn Johnson,28.0,15.38,14.22,4.5,21.92,Safe
8,7,Chuck Wicks,27.0,14.84,15.76,4.79,21.92,Safe
8,7,Lil' Kim,26.0,14.29,14.42,4.36,21.92,Safe
8,7,Melissa Rycroft,29.0,15.93,14.08,4.54,21.92,Safe
8,8,Gilles Marini,27.5,17.63,16.99,4.59,13.03,Safe
8,8,Ty Murray,26.0,16.67,20.0,5.11,13.03,Safe
8,8,Shawn Johnson,26.0,16.67,17.31,4.49,13.03,Safe
8,8,Chuck Wicks,25.5,16.35,10.42,2.14,13.03,Eliminated
8,8,Lil' Kim,28.0,17.95,17.05,4.7,13.03,Safe
8,8,Melissa Rycroft,23.0,14.74,18.22,4.19,13.03,Safe
8,9,Gilles Marini,28.0,20.97,20.45,4.9,28.07,Safe
8,9,Ty Murray,23.0,17.23,24.31,5.04,28.07,Safe
8,9,Shawn Johnson,28.0,20.97,20.66,4.91,28.07,Safe
8,9,Lil' Kim,26.0,19.48,13.27,2.63,28.07,Eliminated
8,9,Melissa Rycroft,28.5,21.35,21.32,5.09,28.07,Safe
8,10,Gilles Marini,30.0,27.4,25.54,5.19,26.34,Safe
8,10,Ty Murray,24.0,21.92,20.97,3.11,26.34,Eliminated
8,10,Shawn Johnson,28.0,25.57,26.37,5.0,26.34,Safe
8,10,Melissa Rycroft,27.5,25.11,27.12,5.08,26.34,Safe
8,11,Gilles Marini,29.0,33.14,32.34,6.57,100.0,Safe
8,11,Shawn Johnson,30.0,34.29,33.34,6.61,100.0,Safe
8,11,Melissa Rycroft,28.5,32.57,34.32,6.65,100.0,Safe
9,1,Ashley Hamiliton,18.9999,4.68,0.83,0.67,16.94,Eliminated
9,1,Debi Mazar,22.0,5.42,6.64,5.92,16.94,Safe
9,1,Melissa Joan Hart,24.0,5.91,6.49,6.0,16.94,Safe
9,1,Mark Dacascos,28.9998,7.14,6.42,6.05,16.94,Safe
9,1,Chuck Liddell,22.0,5.42,6.6,5.87,16.94,Safe
9,1,Natalie Coughlin,26.9998,6.65,6.4,6.01,16.94,Safe
9,1,Louie Vito,26.9998,6.65,6.43,6.0,16.94,Safe
9,1,Michael Irvin,19.0,4.68,7.17,5.97,16.94,Safe
9,1,Joanna Krupa,33.9999,8.37,6.39,6.03,16.94,Safe
9,1,Kathy Ireland,19.9999,4.93,7.03,6.04,16.94,Safe
9,1,Tom DeLay,19.9999,4.93,6.99,5.88,16.94,Safe
9,1,Macy Gray,18.9999,4.68,7.19,5.98,16.94,Safe
9,1,Aaron Carter,31.999899999999997,7.88,6.34,6.0,16.94,Safe
9,1,Mya,30.999899999999997,7.64,6.36,5.97,16.94,Safe
9,1,Donny Osmond,29.999899999999997,7.39,6.4,5.99,16.94,Safe
9,1,Kelly Osbourne,30.9998,7.64,6.32,5.87,16.94,Safe
9,2,Debi Mazar,21.0,7.14,7.48,3.5,10.31,Safe
9,2,Melissa Joan Hart,19.0,6.46,7.59,3.45,10.31,Safe
9,2,Mark Dacascos,21.0,7.14,7.37,3.42,10.31,Safe
9,2,Chuck Liddell,19.0,6.46,7.71,3.49,10.31,Safe
9,2,Natalie Coughlin,21.0,7.14,7.27,3.52,10.31,Safe
9,2,Louie Vito,19.0,6.46,7.6,3.47,10.31,Safe
9,2,Michael Irvin,20.0,6.8,8.08,3.64,10.31,Safe
9,2,Joanna Krupa,20.0,6.8,7.4,3.42,10.31,Safe
9,2,Kathy Ireland,18.0,6.12,2.85,0.97,10.31,Eliminated
9,2,Tom DeLay,18.0,6.12,8.15,3.54,10.31,Safe
9,2,Aaron Carter,27.0,9.18,6.96,3.58,10.31,Safe
9,2,Mya,27.0,9.18,7.02,3.56,10.31,Safe
9,2,Donny Osmond,25.0,8.5,7.11,3.6,10.31,Safe
9,2,Kelly Osbourne,19.0,6.46,7.43,3.37,10.31,Safe
9,3,Debi Mazar,17.0,6.59,3.15,1.08,13.15,Eliminated
9,3,Melissa Joan Hart,19.0,7.36,8.19,3.65,13.15,Safe
9,3,Mark Dacascos,18.0,6.98,8.04,3.48,13.15,Safe
9,3,Chuck Liddell,17.0,6.59,8.52,3.6,13.15,Safe
9,3,Natalie Coughlin,26.0,10.08,7.52,3.7,13.15,Safe
9,3,Louie Vito,20.0,7.75,8.11,3.68,13.15,Safe
9,3,Michael Irvin,14.0,5.43,9.33,3.53,13.15,Safe
9,3,Joanna Krupa,23.0,8.91,7.68,3.65,13.15,Safe
9,3,Tom DeLay,15.0,5.81,9.17,3.62,13.15,Safe
9,3,Aaron Carter,21.0,8.14,7.49,3.55,13.15,Safe
9,3,Mya,27.0,10.47,7.29,3.67,13.15,Safe
9,3,Donny Osmond,21.0,8.14,7.55,3.56,13.15,Safe
9,3,Kelly Osbourne,20.0,7.75,7.96,3.63,13.15,Safe
9,4,Melissa Joan Hart,28.0,11.57,9.47,4.11,16.49,Safe
9,4,Mark Dacascos,22.0,9.09,9.56,3.95,16.49,Safe
9,4,Chuck Liddell,17.0,7.02,4.81,1.42,16.49,Eliminated
9,4,Natalie Coughlin,24.0,9.92,8.81,3.81,16.49,Safe
9,4,Louie Vito,16.0,6.61,10.55,3.73,16.49,Safe
9,4,Michael Irvin,16.0,6.61,11.58,4.06,16.49,Safe
9,4,Joanna Krupa,26.0,10.74,8.89,3.89,16.49,Safe
9,4,Aaron Carter,18.0,7.44,9.58,3.6,16.49,Safe
9,4,Mya,28.0,11.57,8.38,3.85,16.49,Safe
9,4,Donny Osmond,24.0,9.92,8.96,3.94,16.49,Safe
9,4,Kelly Osbourne,23.0,9.5,9.41,3.96,16.49,Safe
9,5,Melissa Joan Hart,23.0,9.5,10.64,3.94,20.54,Safe
9,5,Mark Dacascos,26.0,10.74,10.41,4.1,20.54,Safe
9,5,Natalie Coughlin,22.0,9.09,4.68,1.43,20.54,Eliminated
9,5,Louie Vito,22.0,9.09,11.7,4.15,20.54,Safe
9,5,Michael Irvin,21.0,8.68,12.68,4.38,20.54,Safe
9,5,Joanna Krupa,24.0,9.92,9.97,3.81,20.54,Safe
9,5,Aaron Carter,24.0,9.92,10.6,4.04,20.54,Safe
9,5,Mya,27.0,11.16,9.21,3.82,20.54,Safe
9,5,Donny Osmond,29.0,11.98,9.64,4.04,20.54,Safe
9,5,Kelly Osbourne,24.0,9.92,10.47,4.03,20.54,Safe
9,6,Melissa Joan Hart,23.9999,9.23,6.27,1.71,22.24,Eliminated
9,6,Mark Dacascos,32.0,12.31,11.26,4.25,22.24,Safe
9,6,Louie Vito,24.0,9.23,13.22,4.31,22.24,Safe
9,6,Michael Irvin,21.9998,8.46,14.3,4.45,22.24,Safe
9,6,Joanna Krupa,35.9999,13.85,10.7,4.24,22.24,Safe
9,6,Aaron Carter,32.9998,12.69,11.37,4.33,22.24,Safe
9,6,Mya,33.0,12.69,10.08,4.02,22.24,Safe
9,6,Donny Osmond,30.999899999999997,11.92,10.66,4.04,22.24,Safe
9,6,Kelly Osbourne,24.9998,9.62,12.14,4.06,22.24,Safe
9,7,Mark Dacascos,21.5,12.25,8.98,2.18,28.38,Eliminated
9,7,Michael Irvin,23.5,13.39,18.38,5.2,28.38,Safe
9,7,Joanna Krupa,27.5,15.67,14.01,4.52,28.38,Safe
9,7,Aaron Carter,26.5,15.1,14.82,4.65,28.38,Safe
9,7,Mya,24.5,13.96,13.92,4.24,28.38,Safe
9,7,Donny Osmond,26.0,14.81,14.18,4.46,28.38,Safe
9,7,Kelly Osbourne,26.0,14.81,15.73,4.79,28.38,Safe
9,8,Joanna Krupa,26.0,19.85,21.21,4.75,22.38,Safe
9,8,Aaron Carter,25.0,19.08,13.85,2.59,22.38,Eliminated
9,8,Mya,29.5,22.52,20.15,5.0,22.38,Safe
9,8,Donny Osmond,25.0,19.08,21.71,4.78,22.38,Safe
9,8,Kelly Osbourne,25.5,19.47,23.09,5.16,22.38,Safe
9,9,Joanna Krupa,27.0,25.31,17.82,2.94,24.69,Eliminated
9,9,Mya,28.9999,27.19,25.18,4.98,24.69,Safe
9,9,Donny Osmond,24.666600000000003,23.13,28.25,4.85,24.69,Safe
9,9,Kelly Osbourne,25.9998,24.37,28.75,5.21,24.69,Safe
9,10,Mya,28.333199999999998,34.32,30.64,6.46,100.0,Safe
9,10,Donny Osmond,28.9998,35.13,34.36,6.65,100.0,Safe
9,10,Kelly Osbourne,25.2222,30.55,34.99,6.69,100.0,Safe
10,1,Aiden Turner,15.0,7.18,9.13,8.35,100.0,Safe
10,1,Shannen Doherty,18.0,8.61,9.06,8.25,100.0,Safe
10,1,Niecy Nash,18.0,8.61,9.06,8.24,100.0,Safe
10,1,Buzz Aldrin,14.0,6.7,9.1,8.29,100.0,Safe
10,1,Chad Ochocinco,18.0,8.61,9.14,8.34,100.0,Safe
10,1,Evan Lysacek,23.0,11.0,9.12,8.3,100.0,Safe
10,1,Pamela Anderson,21.0,10.05,9.07,8.27,100.0,Safe
10,1,Nicole Scherzinger,25.0,11.96,9.1,8.28,100.0,Safe
10,1,Erin Andrews,21.0,10.05,9.05,8.28,100.0,Safe
10,1,Kate Gosselin,16.0,7.66,9.08,8.32,100.0,Safe
10,1,Jake Pavelka,20.0,9.57,9.1,8.28,100.0,Safe
10,2,Aiden Turner,19.0,8.64,9.63,3.68,5.48,Safe
10,2,Shannen Doherty,20.0,9.09,3.48,1.13,5.48,Eliminated
10,2,Niecy Nash,21.0,9.55,9.22,3.82,5.48,Safe
10,2,Buzz Aldrin,12.0,5.45,11.33,3.34,5.48,Safe
10,2,Chad Ochocinco,16.0,7.27,10.17,3.53,5.48,Safe
10,2,Evan Lysacek,24.0,10.91,9.07,3.94,5.48,Safe
10,2,Pamela Anderson,22.0,10.0,9.16,3.73,5.48,Safe
10,2,Nicole Scherzinger,28.0,12.73,8.96,4.0,5.48,Safe
10,2,Erin Andrews,23.0,10.45,9.07,3.85,5.48,Safe
10,2,Kate Gosselin,15.0,6.82,10.41,3.54,5.48,Safe
10,2,Jake Pavelka,20.0,9.09,9.5,3.79,5.48,Safe
10,3,Aiden Turner,20.0,9.85,10.6,4.07,24.32,Safe
10,3,Niecy Nash,21.0,10.34,10.08,4.07,24.32,Safe
10,3,Buzz Aldrin,13.0,6.4,6.78,1.75,24.32,Eliminated
10,3,Chad Ochocinco,20.0,9.85,11.07,4.2,24.32,Safe
10,3,Evan Lysacek,26.0,12.81,9.7,4.16,24.32,Safe
10,3,Pamela Anderson,21.0,10.34,10.02,4.03,24.32,Safe
10,3,Nicole Scherzinger,23.0,11.33,9.63,4.06,24.32,Safe
10,3,Erin Andrews,23.0,11.33,9.73,4.08,24.32,Safe
10,3,Kate Gosselin,15.0,7.39,12.06,4.06,24.32,Safe
10,3,Jake Pavelka,21.0,10.34,10.34,4.08,24.32,Safe
10,4,Aiden Turner,16.5,8.89,6.48,1.75,22.34,Eliminated
10,4,Niecy Nash,18.0,9.7,11.91,4.04,22.34,Safe
10,4,Chad Ochocinco,22.0,11.86,12.19,4.39,22.34,Safe
10,4,Evan Lysacek,26.0,14.02,10.61,4.28,22.34,Safe
10,4,Pamela Anderson,23.5,12.67,11.05,4.27,22.34,Safe
10,4,Nicole Scherzinger,25.0,13.48,10.58,4.25,22.34,Safe
10,4,Erin Andrews,19.5,10.51,11.3,4.02,22.34,Safe
10,4,Kate Gosselin,16.0,8.63,13.94,4.39,22.34,Safe
10,4,Jake Pavelka,19.0,10.24,11.94,4.13,22.34,Safe
10,5,Niecy Nash,18.0,10.4,14.15,4.29,21.11,Safe
10,5,Chad Ochocinco,18.0,10.4,14.41,4.38,21.11,Safe
10,5,Evan Lysacek,27.0,15.61,11.73,4.4,21.11,Safe
10,5,Pamela Anderson,21.0,12.14,12.83,4.26,21.11,Safe
10,5,Nicole Scherzinger,29.0,16.76,11.59,4.46,21.11,Safe
10,5,Erin Andrews,22.0,12.72,12.86,4.34,21.11,Safe
10,5,Kate Gosselin,15.0,8.67,9.1,2.05,21.11,Eliminated
10,5,Jake Pavelka,23.0,13.29,13.33,4.56,21.11,Safe
10,6,Niecy Nash,25.9998,12.44,16.74,4.63,24.69,Safe
10,6,Chad Ochocinco,30.999899999999997,14.83,16.42,4.99,24.69,Safe
10,6,Evan Lysacek,27.0,12.92,14.73,4.22,24.69,Safe
10,6,Pamela Anderson,29.9998,14.35,15.01,4.55,24.69,Safe
10,6,Nicole Scherzinger,35.9999,17.22,13.16,4.51,24.69,Safe
10,6,Erin Andrews,34.0,16.27,14.63,4.76,24.69,Safe
10,6,Jake Pavelka,24.999899999999997,11.96,9.31,2.16,24.69,Eliminated
10,7,Niecy Nash,24.5,15.76,19.59,4.92,18.23,Safe
10,7,Chad Ochocinco,26.0,16.72,19.03,4.96,18.23,Safe
10,7,Evan Lysacek,27.0,17.36,17.37,4.71,18.23,Safe
10,7,Pamela Anderson,25.5,16.4,10.18,2.15,18.23,Eliminated
10,7,Nicole Scherzinger,27.0,17.36,16.12,4.37,18.23,Safe
10,7,Erin Andrews,25.5,16.4,17.71,4.58,18.23,Safe
10,8,Niecy Nash,21.5,17.0,15.61,2.78,27.63,Eliminated
10,8,Chad Ochocinco,22.5,17.79,23.39,4.95,27.63,Safe
10,8,Evan Lysacek,26.5,20.95,20.8,4.96,27.63,Safe
10,8,Nicole Scherzinger,29.5,23.32,19.03,4.99,27.63,Safe
10,8,Erin Andrews,26.5,20.95,21.17,5.03,27.63,Safe
10,9,Chad Ochocinco,26.0,23.01,20.18,2.97,21.93,Eliminated
10,9,Evan Lysacek,29.5,26.11,26.83,5.17,21.93,Safe
10,9,Nicole Scherzinger,29.5,26.11,25.36,4.79,21.93,Safe
10,9,Erin Andrews,28.0,24.78,27.62,5.07,21.93,Safe
10,10,Evan Lysacek,26.888699999999996,32.53,33.61,6.61,100.0,Safe
10,10,Nicole Scherzinger,28.7777,34.81,31.8,6.53,100.0,Safe
10,10,Erin Andrews,26.9998,32.66,34.59,6.66,100.0,Safe
11,1,David Hasselhoff,15.0,6.61,1.25,0.99,19.24,Eliminated
11,1,Florence Henderson,18.0,7.93,8.82,7.75,19.24,Safe
11,1,Kyle Massey,23.0,10.13,8.61,7.82,19.24,Safe
11,1,Jennifer Grey,24.0,10.57,8.65,7.91,19.24,Safe
11,1,Rick Fox,22.0,9.69,8.64,7.9,19.24,Safe
11,1,Kurt Warner,19.0,8.37,8.74,7.77,19.24,Safe
11,1,Margaret Cho,15.0,6.61,9.81,7.83,19.24,Safe
11,1,Michael Bolton,16.0,7.05,9.36,7.79,19.24,Safe
11,1,Brandy,23.0,10.13,8.57,7.82,19.24,Safe
11,1,The Situation,15.0,6.61,9.79,7.85,19.24,Safe
11,1,Audrina Patridge,19.0,8.37,8.81,7.82,19.24,Safe
11,1,Bristol Palin,18.0,7.93,8.95,7.84,19.24,Safe
11,2,Florence Henderson,19.0,8.6,9.46,3.94,37.55,Safe
11,2,Kyle Massey,22.0,9.95,9.03,3.98,37.55,Safe
11,2,Jennifer Grey,24.0,10.86,9.0,4.01,37.55,Safe
11,2,Rick Fox,21.0,9.5,9.1,3.94,37.55,Safe
11,2,Kurt Warner,21.0,9.5,9.2,3.96,37.55,Safe
11,2,Margaret Cho,18.0,8.14,10.47,4.11,37.55,Safe
11,2,Michael Bolton,12.0,5.43,5.77,1.7,37.55,Eliminated
11,2,Brandy,21.0,9.5,9.02,3.93,37.55,Safe
11,2,The Situation,18.0,8.14,10.41,4.06,37.55,Safe
11,2,Audrina Patridge,23.0,10.41,9.2,4.06,37.55,Safe
11,2,Bristol Palin,22.0,9.95,9.35,4.03,37.55,Safe
11,3,Florence Henderson,20.0,9.05,10.98,4.01,15.62,Safe
11,3,Kyle Massey,23.0,10.41,10.15,4.01,15.62,Safe
11,3,Jennifer Grey,24.0,10.86,10.0,4.04,15.62,Safe
11,3,Rick Fox,24.0,10.86,10.1,4.0,15.62,Safe
11,3,Kurt Warner,23.0,10.41,10.32,4.06,15.62,Safe
11,3,Margaret Cho,18.0,8.14,5.63,1.49,15.62,Eliminated
11,3,Brandy,24.0,10.86,10.0,4.03,15.62,Safe
11,3,The Situation,20.0,9.05,11.75,4.24,15.62,Safe
11,3,Audrina Patridge,26.0,11.76,10.03,4.1,15.62,Safe
11,3,Bristol Palin,19.0,8.6,11.04,3.88,15.62,Safe
11,4,Florence Henderson,17.5,9.78,12.47,4.24,22.25,Safe
11,4,Kyle Massey,20.0,11.17,11.37,4.18,22.25,Safe
11,4,Jennifer Grey,28.0,15.64,10.79,4.41,22.25,Safe
11,4,Rick Fox,19.5,10.89,11.42,4.17,22.25,Safe
11,4,Kurt Warner,17.0,9.5,12.01,4.06,22.25,Safe
11,4,Brandy,24.0,13.41,10.85,4.29,22.25,Safe
11,4,The Situation,14.0,7.82,7.27,1.83,22.25,Eliminated
11,4,Audrina Patridge,23.0,12.85,10.93,4.29,22.25,Safe
11,4,Bristol Palin,16.0,8.94,12.88,4.21,22.25,Safe
11,5,Florence Henderson,21.0,11.54,7.15,1.72,12.76,Eliminated
11,5,Kyle Massey,20.0,10.99,13.79,4.08,12.76,Safe
11,5,Jennifer Grey,25.0,13.74,12.23,4.22,12.76,Safe
11,5,Rick Fox,24.0,13.19,12.98,4.31,12.76,Safe
11,5,Kurt Warner,24.0,13.19,13.53,4.49,12.76,Safe
11,5,Brandy,27.0,14.84,12.12,4.41,12.76,Safe
11,5,Audrina Patridge,23.0,12.64,12.73,4.15,12.76,Safe
11,5,Bristol Palin,18.0,9.89,15.48,4.34,12.76,Safe
11,6,Kyle Massey,29.999899999999997,14.49,15.62,4.45,9.08,Safe
11,6,Jennifer Grey,29.0,14.01,14.55,4.04,9.08,Safe
11,6,Rick Fox,30.0,14.49,15.02,4.33,9.08,Safe
11,6,Kurt Warner,21.9999,10.63,17.38,4.03,9.08,Safe
11,6,Brandy,35.9999,17.39,13.17,4.4,9.08,Safe
11,6,Audrina Patridge,31.9998,15.46,7.02,1.71,9.08,Eliminated
11,6,Bristol Palin,27.9998,13.53,17.24,4.7,9.08,Safe
11,7,Kyle Massey,33.5,16.07,18.26,4.66,18.95,Safe
11,7,Jennifer Grey,36.5,17.51,16.85,4.58,18.95,Safe
11,7,Rick Fox,34.5,16.55,10.01,2.15,18.95,Eliminated
11,7,Kurt Warner,35.0,16.79,19.41,5.02,18.95,Safe
11,7,Brandy,36.5,17.51,15.81,4.29,18.95,Safe
11,7,Bristol Palin,32.5,15.59,19.66,4.89,18.95,Safe
11,8,Kyle Massey,28.0,21.13,21.6,5.15,22.32,Safe
11,8,Jennifer Grey,28.5,21.51,20.21,4.9,22.32,Safe
11,8,Kurt Warner,24.0,18.11,14.82,2.64,22.32,Eliminated
11,8,Brandy,28.5,21.51,19.45,4.68,22.32,Safe
11,8,Bristol Palin,23.5,17.74,23.93,5.0,22.32,Safe
11,9,Kyle Massey,29.0,25.44,27.09,5.26,36.94,Safe
11,9,Jennifer Grey,30.0,26.32,25.61,5.07,36.94,Safe
11,9,Brandy,28.5,25.0,17.47,3.14,36.94,Eliminated
11,9,Bristol Palin,26.5,23.25,29.83,5.4,36.94,Safe
11,10,Kyle Massey,27.333199999999998,32.93,32.78,6.56,100.0,Safe
11,10,Jennifer Grey,30.0,36.14,31.04,6.49,100.0,Safe
11,10,Bristol Palin,25.666600000000003,30.92,36.17,6.75,100.0,Safe
12,1,Ralph Macchio,24.0,11.59,9.09,8.25,100.0,Safe
12,1,Chelsea Kane,21.0,10.14,9.04,8.27,100.0,Safe
12,1,Kirstie Alley,23.0,11.11,9.08,8.28,100.0,Safe
12,1,Hines Ward,21.0,10.14,9.12,8.29,100.0,Safe
12,1,Sugar Ray Leonard,17.0,8.21,9.09,8.27,100.0,Safe
12,1,Chris Jericho,19.0,9.18,9.08,8.33,100.0,Safe
12,1,Petra Nemcova,18.0,8.7,9.08,8.28,100.0,Safe
12,1,Mike Catherwood,13.0,6.28,9.11,8.29,100.0,Safe
12,1,Romeo,19.0,9.18,9.12,8.3,100.0,Safe
12,1,Wendy Williams,14.0,6.76,9.08,8.25,100.0,Safe
12,1,Kendra Wilkinson,18.0,8.7,9.12,8.3,100.0,Safe
12,2,Ralph Macchio,21.0,9.72,9.42,3.97,15.78,Safe
12,2,Chelsea Kane,18.0,8.33,9.75,3.81,15.78,Safe
12,2,Kirstie Alley,20.0,9.26,9.45,3.88,15.78,Safe
12,2,Hines Ward,23.0,10.65,9.25,3.99,15.78,Safe
12,2,Sugar Ray Leonard,17.0,7.87,9.97,3.83,15.78,Safe
12,2,Chris Jericho,23.0,10.65,9.23,3.97,15.78,Safe
12,2,Petra Nemcova,18.0,8.33,9.79,3.83,15.78,Safe
12,2,Mike Catherwood,17.0,7.87,4.28,1.31,15.78,Eliminated
12,2,Romeo,23.0,10.65,9.26,3.99,15.78,Safe
12,2,Wendy Williams,17.0,7.87,9.89,3.77,15.78,Safe
12,2,Kendra Wilkinson,19.0,8.8,9.7,3.92,15.78,Safe
12,3,Ralph Macchio,21.0,9.81,10.39,4.09,30.35,Safe
12,3,Chelsea Kane,23.0,10.75,10.56,4.22,30.35,Safe
12,3,Kirstie Alley,21.0,9.81,10.45,4.09,30.35,Safe
12,3,Hines Ward,25.0,11.68,9.98,4.15,30.35,Safe
12,3,Sugar Ray Leonard,20.0,9.35,10.96,4.13,30.35,Safe
12,3,Chris Jericho,21.0,9.81,10.23,4.02,30.35,Safe
12,3,Petra Nemcova,25.0,11.68,10.51,4.25,30.35,Safe
12,3,Romeo,20.0,9.35,10.39,4.01,30.35,Safe
12,3,Wendy Williams,15.0,7.01,6.08,1.7,30.35,Eliminated
12,3,Kendra Wilkinson,23.0,10.75,10.45,4.17,30.35,Safe
12,4,Ralph Macchio,25.0,12.14,11.44,4.2,12.74,Safe
12,4,Chelsea Kane,26.0,12.62,11.49,4.27,12.74,Safe
12,4,Kirstie Alley,22.0,10.68,12.05,4.13,12.74,Safe
12,4,Hines Ward,25.0,12.14,11.08,4.12,12.74,Safe
12,4,Sugar Ray Leonard,21.0,10.19,5.87,1.55,12.74,Eliminated
12,4,Chris Jericho,23.0,11.17,11.66,4.15,12.74,Safe
12,4,Petra Nemcova,23.0,11.17,11.79,4.13,12.74,Safe
12,4,Romeo,23.0,11.17,11.76,4.12,12.74,Safe
12,4,Kendra Wilkinson,18.0,8.74,12.84,3.88,12.74,Safe
12,5,Ralph Macchio,22.0,11.34,13.49,4.16,18.92,Safe
12,5,Chelsea Kane,26.0,13.4,12.79,4.38,18.92,Safe
12,5,Kirstie Alley,23.0,11.86,13.78,4.37,18.92,Safe
12,5,Hines Ward,27.0,13.92,12.32,4.29,18.92,Safe
12,5,Chris Jericho,26.0,13.4,12.91,4.41,18.92,Safe
12,5,Petra Nemcova,22.0,11.34,7.06,1.78,18.92,Eliminated
12,5,Romeo,26.0,13.4,13.08,4.41,18.92,Safe
12,5,Kendra Wilkinson,22.0,11.34,14.56,4.47,18.92,Safe
12,6,Ralph Macchio,24.0,13.33,15.65,4.58,30.47,Safe
12,6,Chelsea Kane,28.0,15.56,14.45,4.63,30.47,Safe
12,6,Kirstie Alley,26.0,14.44,15.6,4.74,30.47,Safe
12,6,Hines Ward,27.0,15.0,14.18,4.48,30.47,Safe
12,6,Chris Jericho,22.0,12.22,9.01,2.17,30.47,Eliminated
12,6,Romeo,28.0,15.56,14.68,4.69,30.47,Safe
12,6,Kendra Wilkinson,25.0,13.89,16.43,4.83,30.47,Safe
