Season,Week,Name,Judge_Score,Judge_Rank,Est_Fan_Rank_Mean,Est_Fan_Rank_Std,Prob_Fan_Favorite,Effective_Sample_Size,Actual_Result
32,1,Mauricio Umansky,15.0,9,7.13,3.93,7.8,37998.0,Safe
32,1,Charity Lawson,22.0,1,7.45,4.03,7.1,37998.0,Safe
32,1,Ariana Madix,21.0,3,7.47,4.04,7.1,37998.0,Safe
32,2,Jamie Lynn Spears,16.0,9,8.28,0.71,0.0,2.8,Eliminated
32,2,Mira Sorvino,18.0,8,7.98,1.85,0.2,2.8,Safe
32,2,Barry Williams,15.0,10,5.03,0.74,0.7,2.8,Safe
32,2,Alyson Hannigan,19.0,6,3.37,1.23,7.2,2.8,Safe
32,2,Xochitl Gomez,24.0,2,9.02,1.92,0.0,2.8,Safe
32,2,Adrian Peterson,15.0,11,7.43,2.26,0.0,2.8,Safe
32,2,Tyson Beckford,18.0,7,2.25,0.58,4.9,2.8,Safe
32,2,Jason Mraz,24.0,1,8.65,2.43,0.0,2.8,Safe
32,2,Lele Pons,21.0,4,10.82,2.12,0.0,2.8,Safe
32,2,Harry Jowsey,15.0,12,1.27,0.71,84.9,2.8,Safe
32,2,Mauricio Umansky,12.0,13,3.6,1.21,2.0,2.8,Safe
32,2,Charity Lawson,21.0,3,11.0,1.09,0.0,2.8,Safe
32,2,Ariana Madix,20.0,5,12.31,1.01,0.0,2.8,Safe
32,3,Mira Sorvino,26.0,6,6.95,2.36,0.2,29.7,Safe
32,3,Barry Williams,25.0,7,5.17,2.04,4.1,29.7,Safe
32,3,Alyson Hannigan,24.0,8,3.47,1.67,13.3,29.7,Safe
32,3,Xochitl Gomez,32.0,4,9.0,1.71,0.0,29.7,Safe
32,3,Adrian Peterson,22.0,11,5.56,2.62,2.7,29.7,Safe
32,3,Tyson Beckford,20.0,12,4.15,1.18,0.0,29.7,Eliminated
32,3,Jason Mraz,34.0,1,7.92,1.96,0.2,29.7,Safe
32,3,Lele Pons,27.0,5,9.05,1.85,0.0,29.7,Safe
32,3,Harry Jowsey,24.0,9,1.58,1.07,67.7,29.7,Safe
32,3,Mauricio Umansky,23.0,10,3.39,1.75,11.8,29.7,Safe
32,3,Charity Lawson,32.0,3,10.52,1.31,0.0,29.7,Safe
32,3,Ariana Madix,34.0,2,11.25,1.1,0.0,29.7,Safe
32,4,Mira Sorvino,21.0,8,5.21,1.5,2.1,35.3,Safe
32,4,Barry Williams,18.0,11,3.31,1.48,12.6,35.3,Safe
32,4,Alyson Hannigan,18.0,10,2.95,1.24,8.7,35.3,Safe
32,4,Xochitl Gomez,27.0,1,8.44,2.18,0.0,35.3,Safe
32,4,Adrian Peterson,21.0,7,7.42,1.13,0.0,35.3,Eliminated
32,4,Jason Mraz,24.0,4,6.88,1.89,0.1,35.3,Safe
32,4,Lele Pons,22.0,5,7.82,1.83,0.0,35.3,Safe
32,4,Harry Jowsey,21.0,6,2.11,1.2,42.9,35.3,Safe
32,4,Mauricio Umansky,19.0,9,2.46,1.4,33.5,35.3,Safe
32,4,Charity Lawson,24.0,3,9.45,1.41,0.0,35.3,Safe
32,4,Ariana Madix,25.0,2,9.97,1.09,0.0,35.3,Safe
32,5,Mira Sorvino,22.0,8,6.08,1.31,0.0,144.7,Eliminated
32,5,Barry Williams,24.0,6,3.79,1.56,6.4,144.7,Safe
32,5,Alyson Hannigan,21.0,9,2.8,1.26,19.0,144.7,Safe
32,5,Xochitl Gomez,28.0,1,7.92,1.58,0.0,144.7,Safe
32,5,Jason Mraz,27.0,3,5.65,1.71,0.7,144.7,Safe
32,5,Lele Pons,24.0,4,6.81,1.63,0.2,144.7,Safe
32,5,Harry Jowsey,18.0,10,1.81,0.95,48.8,144.7,Safe
32,5,Mauricio Umansky,24.0,5,2.48,1.26,25.0,144.7,Safe
32,5,Charity Lawson,28.0,2,8.68,1.38,0.0,144.7,Safe
32,5,Ariana Madix,24.0,7,8.97,1.09,0.0,144.7,Safe
32,6,Barry Williams,32.0,7,3.18,1.4,10.3,178.0,Safe
32,6,Alyson Hannigan,31.0,8,2.36,1.06,18.8,178.0,Safe
32,6,Xochitl Gomez,42.0,1,7.04,1.73,0.2,178.0,Safe
32,6,Jason Mraz,39.0,3,4.86,1.94,4.0,178.0,Safe
32,6,Lele Pons,37.0,5,5.2,1.79,1.4,178.0,Safe
32,6,Harry Jowsey,29.0,9,1.46,0.75,65.2,178.0,Safe
32,6,Mauricio Umansky,33.0,6,5.42,0.94,0.0,178.0,Eliminated
32,6,Charity Lawson,38.0,4,7.3,1.42,0.1,178.0,Safe
32,6,Ariana Madix,41.0,2,8.17,1.01,0.0,178.0,Safe
32,7,Barry Williams,32.5,7,2.78,1.31,16.2,300.9,Safe
32,7,Alyson Hannigan,35.0,6,2.5,1.19,24.3,300.9,Safe
32,7,Xochitl Gomez,37.0,1,5.49,1.45,0.6,300.9,Safe
32,7,Jason Mraz,36.0,4,3.96,1.4,5.4,300.9,Safe
32,7,Lele Pons,36.5,3,7.36,0.62,0.0,300.9,Eliminated
32,7,Harry Jowsey,32.0,8,1.71,0.96,53.3,300.9,Safe
32,7,Charity Lawson,36.0,5,5.56,1.43,0.3,300.9,Safe
32,7,Ariana Madix,37.0,2,6.65,1.23,0.0,300.9,Safe
32,8,Barry Williams,35.0,5,4.65,1.08,0.0,188.1,Eliminated
32,8,Alyson Hannigan,36.0,4,2.27,1.19,28.9,188.1,Safe
32,8,Xochitl Gomez,40.0,2,4.67,1.63,3.1,188.1,Safe
32,8,Jason Mraz,33.0,6,3.45,1.68,10.1,188.1,Safe
32,8,Harry Jowsey,28.0,7,1.66,0.94,56.6,188.1,Safe
32,8,Charity Lawson,39.0,3,5.2,1.45,1.1,188.1,Safe
32,8,Ariana Madix,42.0,1,6.1,1.2,0.3,188.1,Safe
32,9,Alyson Hannigan,32.0,5,1.9,1.16,48.0,94.7,Safe
32,9,Xochitl Gomez,41.0,2,3.93,1.53,9.8,94.7,Safe
32,9,Jason Mraz,43.0,1,3.22,1.65,21.5,94.7,Safe
32,9,Harry Jowsey,30.0,6,2.65,1.17,14.6,94.7,Eliminated
32,9,Charity Lawson,38.0,3,4.31,1.33,4.3,94.7,Safe
32,9,Ariana Madix,37.0,4,4.99,1.25,1.8,94.7,Safe
33,2,Tori Spelling,19.0,9,11.56,1.34,0.0,23683.0,Eliminated
33,2,Eric Roberts,15.0,13,5.93,3.55,10.1,23683.0,Safe
33,2,Reginald VelJohnson,15.0,12,5.93,3.44,9.9,23683.0,Safe
33,2,Chandler Kinney,24.0,1,6.96,3.7,7.6,23683.0,Safe
33,2,Dwight Howard ,22.0,2,6.99,3.75,7.7,23683.0,Safe
33,2,Danny Amendola,21.0,6,6.9,3.67,7.8,23683.0,Safe
33,2,Stephen Nedoroscik,22.0,3,7.02,3.72,7.6,23683.0,Safe
33,2,Ilona Maher,21.0,5,7.0,3.71,7.8,23683.0,Safe
33,2,Anna Delvey,17.0,11,6.06,3.41,9.5,23683.0,Safe
33,2,Brooks Nader,20.0,8,6.51,3.51,8.3,23683.0,Safe
33,2,Phaedra Parks,21.0,7,6.83,3.61,7.8,23683.0,Safe
33,2,Jenn Tran,19.0,10,6.29,3.41,8.5,23683.0,Safe
33,2,Joey Graziadei,22.0,4,7.0,3.7,7.4,23683.0,Safe
33,3,Eric Roberts,23.0,10,5.27,1.0,0.0,34.5,Eliminated
33,3,Reginald VelJohnson,21.0,11,1.67,0.88,56.5,34.5,Safe
33,3,Chandler Kinney,34.5,2,7.56,2.17,0.3,34.5,Safe
33,3,Dwight Howard ,26.0,9,8.05,2.4,0.1,34.5,Safe
33,3,Danny Amendola,30.0,6,5.87,2.11,1.3,34.5,Safe
33,3,Stephen Nedoroscik,31.0,4,10.02,1.06,0.0,34.5,Safe
33,3,Ilona Maher,28.0,7,8.46,1.47,0.0,34.5,Safe
33,3,Brooks Nader,30.5,5,3.08,1.73,15.4,34.5,Safe
33,3,Phaedra Parks,28.0,8,4.4,1.82,7.8,34.5,Safe
33,3,Jenn Tran,31.0,3,2.69,1.4,18.6,34.5,Safe
33,3,Joey Graziadei,35.0,1,8.94,1.71,0.0,34.5,Safe
33,4,Chandler Kinney,32.0,4,4.68,1.71,4.2,343.4,Safe
33,4,Dwight Howard ,29.0,9,4.45,2.36,7.9,343.4,Safe
33,4,Danny Amendola,36.0,1,3.75,1.72,9.4,343.4,Safe
33,4,Stephen Nedoroscik,33.0,3,8.06,1.04,0.0,343.4,Safe
33,4,Ilona Maher,32.0,8,5.46,2.2,1.6,343.4,Safe
33,4,Brooks Nader,32.0,6,6.28,0.99,0.0,343.4,Eliminated
33,4,Phaedra Parks,32.0,5,2.82,1.46,20.1,343.4,Safe
33,4,Jenn Tran,32.0,7,1.69,0.96,56.8,343.4,Safe
33,4,Joey Graziadei,36.0,2,7.81,1.36,0.0,343.4,Safe
33,5,Chandler Kinney,27.0,1,5.12,1.8,3.4,616.2,Safe
33,5,Dwight Howard ,24.0,6,3.28,1.43,12.4,616.2,Safe
33,5,Danny Amendola,25.5,4,2.98,1.59,21.1,616.2,Safe
33,5,Stephen Nedoroscik,24.0,7,7.12,1.14,0.1,616.2,Safe
33,5,Ilona Maher,26.0,2,5.98,1.57,1.0,616.2,Safe
33,5,Phaedra Parks,24.0,8,3.36,1.28,4.2,616.2,Eliminated
33,5,Jenn Tran,25.5,5,1.73,1.05,57.6,616.2,Safe
33,5,Joey Graziadei,26.0,3,6.44,1.29,0.2,616.2,Safe
33,6,Chandler Kinney,32.0,1,3.83,1.68,9.6,147.8,Safe
33,6,Dwight Howard ,31.0,4,2.78,1.32,21.4,147.8,Safe
33,6,Danny Amendola,28.0,6,1.82,0.93,44.7,147.8,Safe
33,6,Stephen Nedoroscik,28.0,5,4.62,1.65,1.9,147.8,Safe
33,6,Ilona Maher,24.0,7,3.58,2.14,21.2,147.8,Safe
33,6,Jenn Tran,31.0,3,6.09,0.72,0.0,147.8,Eliminated
33,6,Joey Graziadei,32.0,2,5.27,1.4,1.2,147.8,Safe
33,7,Chandler Kinney,30.0,1,3.93,1.54,8.7,107.7,Safe
33,7,Dwight Howard ,24.0,6,2.91,1.26,10.5,107.7,Eliminated
33,7,Danny Amendola,25.5,5,1.73,1.05,56.5,107.7,Safe
33,7,Stephen Nedoroscik,27.0,3,4.42,1.36,3.7,107.7,Safe
33,7,Ilona Maher,26.0,4,3.0,1.49,19.4,107.7,Safe
33,7,Joey Graziadei,27.5,2,5.02,1.13,1.2,107.7,Safe
34,2,Corey Feldman,15.0,14,10.65,2.4,0.0,52124.0,Eliminated
34,2,Danielle Fishel,19.0,10,7.11,3.96,7.8,52124.0,Safe
34,2,Elaine Hendrix,21.0,7,7.37,4.05,7.5,52124.0,Safe
34,2,Baron Davis,18.0,11,7.0,3.93,8.0,52124.0,Safe
34,2,Jordan Chiles,22.0,2,7.42,4.06,7.4,52124.0,Safe
34,2,Andy Richter,16.0,13,6.89,3.97,8.4,52124.0,Safe
34,2,Robert Irwin,22.0,1,7.41,4.09,7.6,52124.0,Safe
34,2,Hilaria Baldwin,21.0,8,7.3,4.01,7.6,52124.0,Safe
34,2,Lauren Jauregui,21.0,5,7.43,4.08,7.5,52124.0,Safe
34,2,Scott Hoying,18.0,12,6.92,3.95,8.3,52124.0,Safe
34,2,Alix Earle,21.0,6,7.43,4.06,7.3,52124.0,Safe
34,2,Jen Affleck,22.0,4,7.42,4.07,7.4,52124.0,Safe
34,2,Whitney Leavitt,22.0,3,7.42,4.08,7.5,52124.0,Safe
34,2,Dylan Efron,20.0,9,7.24,3.99,7.6,52124.0,Safe
34,3,Danielle Fishel,21.0,8,3.31,1.78,21.1,24.5,Safe
34,3,Elaine Hendrix,21.0,9,6.28,1.76,0.9,24.5,Safe
34,3,Jordan Chiles,24.0,1,9.62,1.37,0.0,24.5,Safe
34,3,Andy Richter,18.0,12,2.23,1.3,42.3,24.5,Safe
34,3,Robert Irwin,22.0,7,7.0,1.75,0.0,24.5,Safe
34,3,Hilaria Baldwin,22.0,5,4.77,1.71,3.0,24.5,Safe
34,3,Lauren Jauregui,18.0,11,10.53,1.39,0.0,24.5,Eliminated
34,3,Scott Hoying,22.0,6,2.33,1.28,29.6,24.5,Safe
34,3,Alix Earle,23.0,3,10.98,1.15,0.0,24.5,Safe
34,3,Jen Affleck,19.0,10,7.94,1.64,0.0,24.5,Safe
34,3,Whitney Leavitt,24.0,2,9.33,1.91,0.0,24.5,Safe
34,3,Dylan Efron,23.0,4,3.68,1.66,2.9,24.5,Safe
34,4,Danielle Fishel,21.0,9,3.21,1.29,12.4,30.5,Safe
34,4,Elaine Hendrix,24.0,2,5.74,1.98,0.8,30.5,Safe
34,4,Jordan Chiles,24.0,4,9.74,1.38,0.0,30.5,Safe
34,4,Andy Richter,18.0,11,1.71,0.84,47.1,30.5,Safe
34,4,Robert Irwin,22.0,8,5.85,1.88,0.6,30.5,Safe
34,4,Hilaria Baldwin,23.0,7,7.48,1.07,0.0,30.5,Eliminated
34,4,Scott Hoying,21.0,10,2.34,1.17,25.8,30.5,Safe
34,4,Alix Earle,24.0,3,10.04,1.04,0.0,30.5,Safe
34,4,Jen Affleck,23.0,5,7.47,1.84,0.0,30.5,Safe
34,4,Whitney Leavitt,25.0,1,8.53,1.82,0.0,30.5,Safe
34,4,Dylan Efron,23.0,6,3.89,1.67,13.3,30.5,Safe
34,6,Danielle Fishel,36.0,4,5.42,2.89,10.5,52489.0,Safe
34,6,Elaine Hendrix,36.0,3,5.44,2.91,10.5,52489.0,Safe
34,6,Jordan Chiles,39.0,1,5.43,2.92,10.5,52489.0,Safe
34,6,Andy Richter,27.0,10,4.95,2.85,12.3,52489.0,Safe
34,6,Robert Irwin,36.0,5,5.33,2.85,10.7,52489.0,Safe
34,6,Scott Hoying,28.0,9,7.73,1.72,0.0,52489.0,Eliminated
34,6,Alix Earle,35.0,6,5.21,2.82,11.2,52489.0,Safe
34,6,Jen Affleck,32.0,8,4.99,2.8,12.0,52489.0,Safe
34,6,Whitney Leavitt,39.0,2,5.43,2.91,10.5,52489.0,Safe
34,6,Dylan Efron,32.0,7,5.06,2.8,11.7,52489.0,Safe
34,7,Danielle Fishel,35.0,6,4.36,1.6,2.9,253.2,Safe
34,7,Elaine Hendrix,32.0,8,8.16,1.18,0.0,253.2,Safe
34,7,Jordan Chiles,38.0,4,6.56,1.56,0.3,253.2,Safe
34,7,Andy Richter,29.0,9,1.56,0.76,58.1,253.2,Safe
34,7,Robert Irwin,41.0,3,4.98,2.09,3.2,253.2,Safe
34,7,Alix Earle,43.0,1,3.71,1.97,13.5,253.2,Safe
34,7,Jen Affleck,34.0,7,5.25,1.11,0.0,253.2,Eliminated
34,7,Whitney Leavitt,42.0,2,7.8,1.32,0.1,253.2,Safe
34,7,Dylan Efron,38.0,5,2.63,1.41,21.9,253.2,Safe
34,8,Danielle Fishel,37.0,7,4.73,1.39,0.0,723.4,Eliminated
34,8,Elaine Hendrix,37.5,6,7.05,1.17,0.1,723.4,Safe
34,8,Jordan Chiles,39.0,2,5.82,1.61,0.8,723.4,Safe
34,8,Andy Richter,34.0,8,1.72,0.88,50.5,723.4,Safe
34,8,Robert Irwin,38.0,4,4.7,1.62,2.9,723.4,Safe
34,8,Alix Earle,38.5,3,3.09,1.54,16.1,723.4,Safe
34,8,Whitney Leavitt,39.5,1,6.55,1.39,0.2,723.4,Safe
34,8,Dylan Efron,38.0,5,2.34,1.23,29.4,723.4,Safe
34,9,Elaine Hendrix,36.0,6,6.09,1.25,0.6,230.6,Safe
34,9,Jordan Chiles,39.0,5,3.86,1.51,7.2,230.6,Safe
34,9,Andy Richter,29.0,7,2.97,1.24,9.8,230.6,Eliminated
34,9,Robert Irwin,42.0,1,4.23,1.85,10.7,230.6,Safe
34,9,Alix Earle,40.0,4,2.84,1.55,26.2,230.6,Safe
34,9,Whitney Leavitt,42.0,2,5.76,1.28,1.1,230.6,Safe
34,9,Dylan Efron,42.0,3,2.25,1.47,44.3,230.6,Safe
34,10,Elaine Hendrix,28.5,5,4.74,1.24,1.4,57.4,Safe
34,10,Jordan Chiles,28.5,4,2.91,1.18,12.8,57.4,Safe
34,10,Robert Irwin,29.5,1,3.8,1.36,5.9,57.4,Safe
34,10,Alix Earle,29.0,2,2.55,1.22,22.4,57.4,Safe
34,10,Whitney Leavitt,29.0,3,5.38,0.69,0.0,57.4,Eliminated
34,10,Dylan Efron,27.5,6,1.61,0.89,57.6,57.4,Safe
